MW

VEHICLE
NUMBER     CAPACITY
  25         33

CUSTOMER
CUST NO.   XCOORD.    YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME

    0      677.908     6150.22       0         360        1320         0
    1      720.415     6176.26       16        403         523         0
    2      692.484     6114.23       9        419         539         0
    3      725.608     6177.62       15        403         523         0
    4      716.681     6177.79       15        372         492         0
    5      688.659     6135.29       4        375         495         0
    6      724.368     6184.72       16        406         526         0
    7      721.952     6181.1       3        423         543         0
    8      698.743     6187.71       6        436         556         0
    9      720.244     6172.78       14        390         510         0
    10      710.95     6173.91       10        403         523         0
    11      716.739     6173.14       10        419         539         0
    12      718.844     6172.83       8        364         484         0
    13      662.207     6143.45       17        400         520         0
    14      687.849     6208.7       4        387         507         0
    15      713.817     6208.34       3        381         501         0
    16      714.062     6128.56       3        360         475         0
    17      706.997     6165.56       16        360         478         0
    18      700.248     6149.85       4        386         506         0
    19      713.906     6180.61       14        387         507         0
    20      724.006     6180.15       14        392         512         0
    21      538.181     6086.48       16        764         884         0
    22      551.548     6086.12       9        760         880         0
    23      563.362     6174.24       15        702         822         0
    24      525.684     6178.37       15        793         913         0
    25      535.54     6175.54       4        738         858         0
    26      591.924     6240.81       16        745         865         0
    27      551.966     6086.34       3        740         860         0
    28      551.139     6084.52       6        777         897         0
    29      549.137     6100.98       14        733         853         0
    30      526.572     6183.65       10        738         858         0
    31      565.869     6083.52       10        797         917         0
    32      486.254     6199.98       8        857         977         0
    33      566.024     6085.51       17        652         772         0
    34      524.348     6172.75       4        762         882         0
    35      521.37     6175.96       3        766         886         0
    36      571.23     6218.39       3        829         949         0
    37      579.036     6318.52       16        767         887         0
    38      561.492     6174.32       4        682         802         0
    39      555.399     6093.32       14        699         819         0
    40      573.472     6148.53       14        682         802         0

