MW

VEHICLE
NUMBER     CAPACITY
  25         33

CUSTOMER
CUST NO.   XCOORD.    YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME

    0      677.908     6150.22       0         360        1320         0
    1      720.683     6220.16       4        417         537         0
    2      721.52     6174.3       17        376         496         0
    3      718.607     6191.42       10        415         535         0
    4      639.863     6162.56       5        378         498         0
    5      724.421     6180.44       4        408         528         0
    6      638.158     6137.79       6        393         513         0
    7      685.597     6157.24       4        445         565         0
    8      657.716     6156.35       17        404         524         0
    9      724.079     6179.62       5        438         558         0
    10      721.747     6191.12       4        399         519         0
    11      716.296     6180.97       8        420         540         0
    12      723.944     6177.58       12        413         533         0
    13      724.034     6180.17       4        422         542         0
    14      718.939     6174.63       11        368         488         0
    15      720.26     6207.48       6        429         549         0
    16      703.791     6210.83       7        418         538         0
    17      717.829     6187.55       5        434         554         0
    18      689.17     6099.31       7        433         553         0
    19      704.93     6173.57       8        360         473         0
    20      708.746     6197.15       16        423         543         0
    21      690.749     6160.83       5        425         545         0
    22      688.373     6155       5        431         551         0
    23      718.306     6174.28       7        379         499         0
    24      720.869     6177.07       7        367         487         0
    25      691.57     6066.32       16        444         564         0
    26      662.989     6187.58       8        360         478         0
    27      706.084     6172.27       7        368         488         0
    28      718.975     6218.51       7        437         557         0
    29      708.968     6203.92       10        474         594         0
    30      669.697     6075.76       8        392         512         0
    31      725.886     6169.91       14        375         495         0
    32      723.284     6215.26       16        422         542         0
    33      659.256     6195.32       7        421         541         0
    34      659.835     6179.34       13        390         510         0
    35      714.116     6172.69       9        361         481         0
    36      657.18     6192.94       16        373         493         0
    37      726.176     6166.73       9        398         518         0
    38      718.474     6177.04       14        406         526         0
    39      717.873     6190.87       13        395         515         0
    40      722.34     6178.69       12        415         535         0
    41      532.891     6223.72       4        794         914         0
    42      498.716     6221.57       17        813         933         0
    43      573.516     6226.69       10        721         841         0
    44      588.124     6228.13       5        684         804         0
    45      537.062     6222.06       4        748         868         0
    46      602.301     6147.96       6        675         795         0
    47      471.662     6105.06       4        886         1006         0
    48      563.954     6257.95       17        737         857         0
    49      570.158     6224.09       5        720         840         0
    50      445.42     6212.54       4        948         1068         0
    51      532.974     6172.68       8        729         849         0
    52      575.704     6233       12        736         856         0
    53      545.234     6089.61       4        915         1035         0
    54      570.063     6255.83       11        873         993         0
    55      570.782     6224.79       6        798         918         0
    56      574.602     6226.39       7        797         917         0
    57      571.521     6221.26       5        740         860         0
    58      559.352     6219.73       7        885         1005         0
    59      565.931     6236.97       8        778         898         0
    60      513.415     6173.76       16        774         894         0
    61      614.493     6254.86       5        1050         1170         0
    62      572.12     6223.28       5        815         935         0
    63      459.228     6154.06       7        892         1012         0
    64      570.702     6225.04       7        782         902         0
    65      565.087     6258.88       16        841         961         0
    66      564.719     6230.34       8        772         892         0
    67      568.486     6219.3       7        819         939         0
    68      446.675     6234.22       7        963         1083         0
    69      610.12     6089.33       10        752         872         0
    70      517.911     6186.58       8        830         950         0
    71      531.601     6245.98       14        835         955         0
    72      505.468     6088.55       16        854         974         0
    73      562.601     6260.68       7        740         860         0
    74      575.364     6213.49       13        716         836         0
    75      558.981     6320.93       9        799         919         0
    76      469.731     6196.54       16        816         936         0
    77      551.56     6153.76       9        718         838         0
    78      611.072     6081.22       14        683         803         0
    79      518.687     6123.4       13        904         1024         0
    80      554.1     6235.13       12        762         882         0

