MW

VEHICLE
NUMBER     CAPACITY
  25         66

CUSTOMER
CUST NO.   XCOORD.    YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME

    0      677.908     6150.22       0         360        1320         0
    1      703.229     6087.96       15        419         539         0
    2      697.122     6087.01       17        393         513         0
    3      702.864     6089.67       17        392         512         0
    4      720.236     6210.43       10        414         534         0
    5      720.196     6206.48       3        456         576         0
    6      723.144     6214.42       13        434         554         0
    7      723.397     6214.13       7        395         515         0
    8      712.36     6186.5       15        411         531         0
    9      699.242     6145.02       8        392         512         0
    10     708.879     6184.75       9        439         559         0
    11     726.555     6173.43       5        430         550         0
    12     719.463     6176.45       14        390         510         0
    13     719.072     6179.02       4        419         539         0
    14     701.83     6146.74       10        371         491         0
    15     715.574     6181.15       14        372         492         0
    16     722.708     6173.97       11        384         504         0
    17     719.932     6178.03       10        388         508         0
    18     717.033     6175.62       4        374         494         0
    19     722.263     6178.72       11        386         506         0
    20     718.419     6179.04       13        393         513         0
    21     528.634     6122.39       15        747         867         0
    22     565.018     6258.56       17        765         885         0
    23     548.329     6100.79       17        800         920         0
    24     518.888     6122.14       10        783         903         0
    25     563.866     6260.75       3        755         875         0
    26     467.567     6147.67       13        861         981         0
    27     583.063     6144.19       7        662         782         0
    28     570.64     6217.48       15        717         837         0
    29     547.109     6158.31       8        726         846         0
    30     523.424     6258.06       9        832         952         0
    31     566.004     6197.32       5        708         828         0
    32     473.866     6259.79       14        908         1028         0
    33     507.451     6267.19       4        864         984         0
    34     526.726     6238.83       10        850         970         0
    35     497.885     6222.43       14        876         996         0
    36     524.808     6255.64       11        810         930         0
    37     464.471     6148.16       10        881         1001         0
    38     534.447     6225.12       4        806         926         0
    39     564.718     6230.33       11        802         922         0
    40     588.125     6140.04       13        660         780         0

