MW

VEHICLE
NUMBER     CAPACITY
  25         66

CUSTOMER
CUST NO.   XCOORD.    YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME

    0      677.908     6150.22       0         360        1320         0
    1      692.484     6114.23       9        419         539         0
    2      684.846     6102.92       9        366         486         0
    3      689.324     6103.72       5        362         482         0
    4      684.314     6087.47       9        455         575         0
    5      704.779     6188       10        404         524         0
    6      712.94     6191.16       14        377         497         0
    7      709.708     6191.23       5        415         535         0
    8      710.492     6187.67       6        388         508         0
    9      713.787     6180.53       6        362         482         0
    10     721.971     6180.06       7        401         521         0
    11     723.831     6185.07       12        379         499         0
    12     719.783     6173.14       3        373         493         0
    13     708.702     6167.05       10        360         475         0
    14     718.594     6176.59       17        375         495         0
    15     698.743     6187.71       6        436         556         0
    16     722.615     6173.41       8        368         488         0
    17     722.724     6180.51       14        429         549         0
    18     720.256     6172.34       13        390         510         0
    19     720.227     6178.03       14        400         520         0
    20     699.325     6186.38       15        367         487         0
    21     551.966     6086.34       9        740         860         0
    22     526.981     6257.53       9        834         954         0
    23     525.886     6101.09       5        781         901         0
    24     489.644     6172.89       9        814         934         0
    25     538.719     6116.94       10        749         869         0
    26     523.383     6254.65       14        789         909         0
    27     586.957     6140.17       5        690         810         0
    28     506.887     6174.54       6        804         924         0
    29     485.912     6227.87       6        966         1086         0
    30     530.776     6123.11       7        753         873         0
    31     565.087     6258.88       12        907         1027         0
    32     565.881     6236.18       3        735         855         0
    33     573.914     6227.59       10        675         795         0
    34     535.474     6171.88       17        767         887         0
    35     551.139     6084.52       6        777         897         0
    36     524.733     6256.24       8        831         951         0
    37     534.971     6225.29       14        855         975         0
    38     512.792     6134.76       13        841         961         0
    39     534.546     6174.25       14        717         837         0
    40     461.34     6151.56       15        843         963         0

