MW

VEHICLE
NUMBER     CAPACITY
  25         66

CUSTOMER
CUST NO.   XCOORD.    YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME

    0      677.908     6150.22       0         360        1320         0
    1      685.375     6099.22       15        411         531         0
    2      696.794     6086.96       9        431         551         0
    3      684.224     6091.38       3        372         492         0
    4      684.198     6086.57       13        399         519         0
    5      716.808     6188.57       4        368         488         0
    6      714.527     6195.6       13        415         535         0
    7      716.807     6192.5       6        388         508         0
    8      711.874     6191.15       5        435         555         0
    9      714.881     6176.38       4        360         479         0
    10     723.262     6174.6       11        424         544         0
    11     714.143     6181.23       10        367         487         0
    12     723.084     6185.5       15        397         517         0
    13     711.657     6168.92       17        379         499         0
    14     727.609     6174.83       10        411         531         0
    15     717.089     6175.06       14        370         490         0
    16     722.13     6177.35       15        413         533         0
    17     718.157     6172.04       5        360         480         0
    18     730.047     6167.3       9        406         526         0
    19     722.512     6177.88       3        415         535         0
    20     720.272     6186.78       9        430         550         0
    21     720.285     6173.37       14        424         544         0
    22     711.039     6168.53       4        360         471         0
    23     726.027     6169.46       16        377         497         0
    24     717.154     6176.11       7        447         567         0
    25     719.468     6176.23       14        373         493         0
    26     548.076     6101.4       15        751         871         0
    27     563.779     6260.74       9        813         933         0
    28     575.443     6258.75       3        778         898         0
    29     502.893     6126.64       13        820         940         0
    30     549.809     6100.82       4        710         830         0
    31     563.622     6259.94       13        789         909         0
    32     466.243     6147.57       6        823         943         0
    33     570.215     6256.18       5        764         884         0
    34     591.968     6138.35       4        745         865         0
    35     525.957     6178.67       11        775         895         0
    36     519.323     6097.85       10        751         871         0
    37     574.258     6226.48       15        814         934         0
    38     513.788     6173.85       17        815         935         0
    39     564.285     6258.24       10        771         891         0
    40     575.699     6233       14        750         870         0
    41     574.597     6224.21       15        698         818         0
    42     530.881     6134.51       5        766         886         0
    43     467.55     6147.5       9        909         1029         0
    44     547.667     6101.29       3        725         845         0
    45     527.263     6094.03       9        882         1002         0
    46     588.457     6137.9       14        727         847         0
    47     543.094     6083       4        761         881         0
    48     567.508     6218.5       16        697         817         0
    49     574.217     6228.09       7        755         875         0
    50     575.166     6218.83       14        772         892         0

