MW

VEHICLE
NUMBER     CAPACITY
  25         33

CUSTOMER
CUST NO.   XCOORD.    YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME

    0      677.908     6150.22       0         360        1320         0
    1      720.683     6220.16       4        413         533         0
    2      721.52     6174.3       17        376         496         0
    3      718.607     6191.42       10        423         543         0
    4      639.863     6162.56       5        378         498         0
    5      724.421     6180.44       4        408         528         0
    6      638.158     6137.79       6        377         497         0
    7      685.597     6157.24       4        360         444         0
    8      657.716     6156.35       17        372         492         0
    9      724.079     6179.62       5        438         558         0
    10      721.747     6191.12       4        387         507         0
    11      716.296     6180.97       8        395         515         0
    12      723.944     6177.58       12        375         495         0
    13      724.034     6180.17       4        422         542         0
    14      718.939     6174.63       11        427         547         0
    15      720.26     6207.48       6        401         521         0
    16      703.791     6210.83       7        418         538         0
    17      717.829     6187.55       5        423         543         0
    18      689.17     6099.31       7        386         506         0
    19      704.93     6173.57       8        360         473         0
    20      708.746     6197.15       16        382         502         0
    21      690.749     6160.83       5        431         551         0
    22      688.373     6155       5        360         446         0
    23      718.306     6174.28       7        389         509         0
    24      720.869     6177.07       7        403         523         0
    25      691.57     6066.32       16        444         564         0
    26      662.989     6187.58       8        386         506         0
    27      706.084     6172.27       7        360         472         0
    28      718.975     6218.51       7        396         516         0
    29      708.968     6203.92       10        436         556         0
    30      669.697     6075.76       8        494         614         0
    31      725.886     6169.91       14        415         535         0
    32      723.284     6215.26       16        459         579         0
    33      659.256     6195.32       7        460         580         0
    34      659.835     6179.34       13        418         538         0
    35      714.116     6172.69       9        361         481         0
    36      657.18     6192.94       16        405         525         0
    37      726.176     6166.73       9        388         508         0
    38      718.474     6177.04       14        372         492         0
    39      717.873     6190.87       13        405         525         0
    40      722.34     6178.69       12        374         494         0
    41      697.736     6203.43       15        381         501         0
    42      723.907     6179.26       15        392         512         0
    43      675.1     6158.54       13        395         515         0
    44      713.247     6169.4       5        410         530         0
    45      717.55     6177.08       7        364         484         0
    46      717.011     6174.87       6        381         501         0
    47      676.191     6061.76       10        423         543         0
    48      726.671     6175.26       8        408         528         0
    49      676.349     6121.12       12        391         511         0
    50      685.451     6073.04       9        457         577         0
    51      532.891     6223.72       4        798         918         0
    52      498.716     6221.57       17        868         988         0
    53      573.516     6226.69       10        784         904         0
    54      588.124     6228.13       5        683         803         0
    55      537.062     6222.06       4        944         1064         0
    56      602.301     6147.96       6        647         767         0
    57      471.662     6105.06       4        827         947         0
    58      563.954     6257.95       17        797         917         0
    59      570.158     6224.09       5        819         939         0
    60      445.42     6212.54       4        895         1015         0
    61      532.974     6172.68       8        797         917         0
    62      575.704     6233       12        735         855         0
    63      545.234     6089.61       4        736         856         0
    64      570.063     6255.83       11        763         883         0
    65      570.782     6224.79       6        803         923         0
    66      574.602     6226.39       7        763         883         0
    67      571.521     6221.26       5        837         957         0
    68      559.352     6219.73       7        802         922         0
    69      565.931     6236.97       8        862         982         0
    70      513.415     6173.76       16        828         948         0
    71      614.493     6254.86       5        718         838         0
    72      572.12     6223.28       5        824         944         0
    73      459.228     6154.06       7        935         1055         0
    74      570.702     6225.04       7        771         891         0
    75      565.087     6258.88       16        794         914         0
    76      564.719     6230.34       8        761         881         0
    77      568.486     6219.3       7        788         908         0
    78      446.675     6234.22       7        884         1004         0
    79      610.12     6089.33       10        684         804         0
    80      517.911     6186.58       8        835         955         0
    81      531.601     6245.98       14        875         995         0
    82      505.468     6088.55       16        861         981         0
    83      562.601     6260.68       7        804         924         0
    84      575.364     6213.49       13        732         852         0
    85      558.981     6320.93       9        841         961         0
    86      469.731     6196.54       16        824         944         0
    87      551.56     6153.76       9        726         846         0
    88      611.072     6081.22       14        717         837         0
    89      518.687     6123.4       13        781         901         0
    90      554.1     6235.13       12        777         897         0
    91      582.1     6258.74       15        747         867         0
    92      572.151     6223.47       15        808         928         0
    93      448.936     6221.04       13        949         1069         0
    94      475.999     6148.31       5        872         992         0
    95      590.857     6365.87       7        813         933         0
    96      538.447     6202.57       6        769         889         0
    97      553.124     6317.91       10        921         1041         0
    98      574.685     6225.12       8        712         832         0
    99      508.267     6200.45       12        763         883         0
    100      573.408     6222.75       9        782         902         0

