MW

VEHICLE
NUMBER     CAPACITY
  25         33

CUSTOMER
CUST NO.   XCOORD.    YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME

    0      677.908     6150.22       0         360        1320         0
    1      704.974     6187.69       15        424         544         0
    2      725.92     6171.15       16        415         535         0
    3      721.735     6172.68       10        391         511         0
    4      635.549     6078.72       11        461         581         0
    5      642.394     6087.29       5        487         607         0
    6      720.445     6174.09       16        409         529         0
    7      667.347     6200.88       16        377         497         0
    8      720.838     6176.57       11        425         545         0
    9      698.384     6205.85       10        447         567         0
    10      710.329     6166.92       14        376         496         0
    11      636.913     6159.49       17        430         550         0
    12      722.049     6178.08       14        376         496         0
    13      688.131     6209.14       3        372         492         0
    14      717.215     6175.19       6        380         500         0
    15      693.876     6084.03       5        402         522         0
    16      632.262     6172.76       11        389         509         0
    17      716.752     6174.69       15        398         518         0
    18      721.394     6177.47       6        384         504         0
    19      670.074     6177.82       8        360         466         0
    20      718.321     6170.18       13        408         528         0
    21      640.709     6143.12       13        403         523         0
    22      659.585     6179.19       16        401         521         0
    23      725.541     6167.87       6        389         509         0
    24      719.836     6173.65       11        383         503         0
    25      723.961     6177.5       5        368         488         0
    26      657.94     6170.57       4        360         462         0
    27      686.354     6099.87       11        468         588         0
    28      719.962     6178.01       9        415         535         0
    29      684.169     6099.51       9        370         490         0
    30      726.829     6167.23       13        414         534         0
    31      658.032     6081.69       9        390         510         0
    32      654.767     6185.27       16        367         487         0
    33      713.085     6169.93       12        415         535         0
    34      727.945     6174.07       3        368         488         0
    35      683.346     6082.04       13        391         511         0
    36      687.188     6161.73       7        360         451         0
    37      709.031     6203.86       3        416         536         0
    38      688.775     6135.27       3        360         451         0
    39      685.488     6071.99       12        419         539         0
    40      675.752     6123.05       8        412         532         0
    41      722.319     6183.71       3        368         488         0
    42      699.268     6185.55       11        380         500         0
    43      725.168     6174.63       10        373         493         0
    44      723.717     6213.66       13        432         552         0
    45      715.73     6221.13       16        463         583         0
    46      718.355     6188.22       10        375         495         0
    47      704.123     6193.07       3        363         483         0
    48      700.354     6153.11       15        365         485         0
    49      723.136     6184.2       15        415         535         0
    50      708.884     6204.07       5        391         511         0
    51      470.214     6227.13       15        898         1018         0
    52      527.566     6151.53       16        752         872         0
    53      574.47     6220.49       10        712         832         0
    54      615.72     6254.29       11        793         913         0
    55      574.331     6229.15       5        806         926         0
    56      572.933     6221.46       16        723         843         0
    57      534.724     6176.5       16        735         855         0
    58      525.977     6100.07       11        815         935         0
    59      603.167     6256.91       10        1058         1178         0
    60      554.891     6232.85       14        709         829         0
    61      610.671     6088.61       17        712         832         0
    62      485.82     6111.81       14        801         921         0
    63      615.421     6254.08       3        807         927         0
    64      564.259     6258.05       6        746         866         0
    65      529.764     6222.96       5        760         880         0
    66      485.109     6251.1       11        857         977         0
    67      500.397     6148.58       15        870         990         0
    68      474.942     6164.48       6        893         1013         0
    69      581.744     6237.86       8        794         914         0
    70      491.589     6088.55       13        901         1021         0
    71      552.524     6193.14       13        788         908         0
    72      574.727     6227.01       16        798         918         0
    73      459.828     6154.15       6        833         953         0
    74      533.925     6225.14       11        833         953         0
    75      533.427     6173.09       5        795         915         0
    76      615.921     6254.16       4        772         892         0
    77      523.693     6076.77       11        838         958         0
    78      574.684     6227.02       9        705         825         0
    79      483.742     6225.9       9        784         904         0
    80      478.313     6244.6       13        827         947         0
    81      573.532     6230.88       9        821         941         0
    82      574.359     6224.34       16        691         811         0
    83      555.233     6192.49       12        731         851         0
    84      575.02     6212.91       3        760         880         0
    85      530.372     6134.65       13        846         966         0
    86      590.982     6142.55       7        719         839         0
    87      588.987     6135.4       3        763         883         0
    88      598.831     6147.44       3        662         782         0
    89      545.112     6158.91       12        776         896         0
    90      533.53     6170.87       8        715         835         0
    91      470.085     6195.11       3        974         1094         0
    92      596.98     6120.65       11        812         932         0
    93      568.105     6233.58       10        834         954         0
    94      522.126     6102.02       13        920         1040         0
    95      573.241     6225.58       16        798         918         0
    96      520.524     6283.1       10        902         1022         0
    97      557.21     6322.36       3        996         1116         0
    98      575.715     6233.07       15        714         834         0
    99      591.698     6231.42       15        715         835         0
    100      570.766     6203.71       5        890         1010         0

