MW

VEHICLE
NUMBER     CAPACITY
  25         33

CUSTOMER
CUST NO.   XCOORD.    YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME

    0      677.908     6150.22       0         360        1320         0
    1      720.445     6174.09       11        387         507         0
    2      700.635     6166.28       10        428         548         0
    3      639.776     6165.74       9        382         502         0
    4      724.05     6179.61       6        401         521         0
    5      650.574     6158.21       12        360         470         0
    6      708.344     6183.51       12        392         512         0
    7      710.145     6172.85       14        389         509         0
    8      659.742     6196.52       11        370         490         0
    9      714.274     6221.24       13        419         539         0
    10      716.808     6188.57       4        368         488         0
    11      723.223     6178.17       4        367         487         0
    12      725.316     6178.52       11        402         522         0
    13      720.602     6181.33       5        367         487         0
    14      722.909     6178.31       13        401         521         0
    15      704.983     6218.63       12        395         515         0
    16      650.211     6143.65       14        376         496         0
    17      675.739     6064.45       13        426         546         0
    18      719.286     6174.67       12        394         514         0
    19      727.591     6173.46       14        395         515         0
    20      721.74     6179.83       12        403         523         0
    21      688.638     6066.75       12        461         581         0
    22      685.375     6099.22       15        411         531         0
    23      727.247     6173.34       14        419         539         0
    24      720.234     6171.53       3        375         495         0
    25      686.488     6181.89       3        360         465         0
    26      722.72     6173.19       10        398         518         0
    27      725.894     6172.17       12        374         494         0
    28      663.248     6065.18       13        461         581         0
    29      702.611     6223.24       15        448         568         0
    30      716.867     6220.31       3        435         555         0
    31      720.891     6176.46       16        408         528         0
    32      714.316     6180.21       9        384         504         0
    33      677.652     6088.65       11        395         515         0
    34      698.871     6185.85       14        365         485         0
    35      720.215     6208.11       6        387         507         0
    36      698.282     6194.38       4        362         482         0
    37      696.275     6220.31       5        416         536         0
    38      637.71     6078.14       15        432         552         0
    39      723.904     6180.11       11        423         543         0
    40      717.398     6182.6       16        377         497         0
    41      716.434     6203.33       16        406         526         0
    42      714.881     6176.38       4        360         479         0
    43      636.804     6090.54       11        418         538         0
    44      693.726     6203.33       3        483         603         0
    45      723.262     6174.6       11        424         544         0
    46      718.024     6169.68       17        371         491         0
    47      722.641     6172.87       5        365         485         0
    48      635.651     6135.56       7        397         517         0
    49      699.086     6145.01       3        360         454         0
    50      721.791     6181.11       11        425         545         0
    51      589.102     6141.11       11        780         900         0
    52      491.71     6250.34       10        840         960         0
    53      561.983     6239.17       9        775         895         0
    54      464.065     6206.48       6        931         1051         0
    55      529.917     6151.19       12        776         896         0
    56      455.065     6216.52       12        882         1002         0
    57      465.32     6146.89       14        849         969         0
    58      601.115     6102.21       11        787         907         0
    59      552.75     6190.79       13        811         931         0
    60      584.312     6139.4       4        698         818         0
    61      512.477     6185.78       4        988         1108         0
    62      565.881     6236.18       11        788         908         0
    63      557.661     6192.87       5        761         881         0
    64      500.078     6269.75       13        897         1017         0
    65      553.772     6190.98       12        787         907         0
    66      601.201     6102.74       14        703         823         0
    67      586.652     6137.67       13        745         865         0
    68      480.363     6178.06       12        795         915         0
    69      558.174     6369.83       14        868         988         0
    70      569.301     6336.87       12        876         996         0
    71      529.602     6149.63       12        820         940         0
    72      610.11     6089.12       15        728         848         0
    73      466.243     6147.57       14        823         943         0
    74      547.252     6158.79       3        777         897         0
    75      601.688     6098.73       3        753         873         0
    76      549.809     6100.82       10        710         830         0
    77      517.625     6143.31       12        917         1037         0
    78      564.719     6230.34       13        838         958         0
    79      575.261     6225.11       15        799         919         0
    80      478.324     6153.8       3        849         969         0
    81      574.197     6222.84       16        726         846         0
    82      483.511     6257.98       9        877         997         0
    83      480.58     6091.55       11        967         1087         0
    84      609.707     6074.21       14        671         791         0
    85      609.996     6089.56       6        745         865         0
    86      592.044     6140.56       4        797         917         0
    87      586.112     6136.38       5        981         1101         0
    88      575.71     6226.27       15        773         893         0
    89      578.438     6202.85       11        714         834         0
    90      577.137     6229.79       16        735         855         0
    91      548.892     6101.24       16        781         901         0
    92      591.968     6138.35       4        745         865         0
    93      613.936     6133.13       11        678         798         0
    94      574.166     6225.32       3        763         883         0
    95      525.957     6178.67       11        775         895         0
    96      509.913     6220.69       17        765         885         0
    97      556.382     6223.65       5        819         939         0
    98      589.853     6141.31       7        758         878         0
    99      488.52     6167.29       3        857         977         0
    100      579.782     6270.89       11        857         977         0

