MW

VEHICLE
NUMBER     CAPACITY
  25         33

CUSTOMER
CUST NO.   XCOORD.    YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME

    0      677.908     6150.22       0         360        1320         0
    1      720.415     6176.26       16        403         523         0
    2      711.815     6208.84       10        426         546         0
    3      710.831     6168.72       4        360         471         0
    4      662.179     6199.59       4        418         538         0
    5      720.134     6210.2       3        386         506         0
    6      723.05     6178.5       9        372         492         0
    7      722.462     6177.77       3        365         485         0
    8      719.104     6173.16       3        360         480         0
    9      726.755     6174.37       6        421         541         0
    10      718.638     6205.73       8        430         550         0
    11      665.308     6126.82       4        372         492         0
    12      714.197     6169.88       3        368         488         0
    13      711.357     6175.12       14        365         485         0
    14      712.256     6183.71       10        407         527         0
    15      724.312     6179.85       7        391         511         0
    16      713.038     6174.56       8        411         531         0
    17      680.041     6165.33       16        395         515         0
    18      714     6175.86       7        361         481         0
    19      729.376     6171.38       3        389         509         0
    20      719.162     6180.84       7        368         488         0
    21      721.643     6191.9       4        397         517         0
    22      713.328     6180.33       15        396         516         0
    23      707.883     6172.44       10        360         477         0
    24      718.616     6178.59       8        367         487         0
    25      692.484     6114.23       9        419         539         0
    26      722.535     6177.88       3        365         485         0
    27      717.147     6175.32       6        362         482         0
    28      711.404     6173.04       10        392         512         0
    29      725.608     6177.62       15        403         523         0
    30      721.531     6176.62       16        400         520         0
    31      727.024     6174.27       8        421         541         0
    32      721.822     6219.43       6        447         567         0
    33      719.715     6183.74       3        379         499         0
    34      719.111     6188.92       17        428         548         0
    35      702.635     6157.13       7        360         462         0
    36      724.934     6178.54       14        391         511         0
    37      716.681     6177.79       15        372         492         0
    38      713.787     6180.53       6        362         482         0
    39      695.755     6172.19       9        389         509         0
    40      716.455     6174.31       10        417         537         0
    41      688.659     6135.29       4        375         495         0
    42      700.035     6214.04       12        446         566         0
    43      712.269     6179.07       15        369         489         0
    44      705.545     6162.55       9        384         504         0
    45      721.971     6180.06       7        401         521         0
    46      688.052     6135.62       11        360         480         0
    47      710.1     6173.39       7        411         531         0
    48      698.583     6194.46       17        375         495         0
    49      687.421     6136.06       12        360         459         0
    50      723.831     6185.07       12        379         499         0
    51      538.181     6086.48       16        764         884         0
    52      588.257     6139.25       10        714         834         0
    53      528.913     6152.56       4        759         879         0
    54      500.074     6269.75       4        922         1042         0
    55      585.053     6140.35       3        927         1047         0
    56      557.926     6181.75       9        804         924         0
    57      609.023     6077.16       3        805         925         0
    58      507.721     6199.18       3        908         1028         0
    59      522.714     6075.1       6        865         985         0
    60      526.981     6257.53       8        834         954         0
    61      465.029     6147.73       4        851         971         0
    62      466.076     6153.32       3        881         1001         0
    63      468.578     6147.06       14        844         964         0
    64      604.134     6229.59       10        782         902         0
    65      569.239     6227.02       7        771         891         0
    66      527.858     6099.83       8        833         953         0
    67      550.967     6189.33       16        699         819         0
    68      460.95     6153.72       7        862         982         0
    69      524.269     6122.27       3        819         939         0
    70      559.318     6372.82       7        822         942         0
    71      575.715     6233.07       4        839         959         0
    72      526.379     6098.38       15        741         861         0
    73      551.154     6085.19       10        739         859         0
    74      509.955     6220.24       8        887         1007         0
    75      551.548     6086.12       9        760         880         0
    76      525.913     6100.63       3        756         876         0
    77      566.795     6235.3       6        776         896         0
    78      571.232     6217.31       10        850         970         0
    79      563.362     6174.24       15        702         822         0
    80      590.77     6143.61       16        726         846         0
    81      457.13     6170.15       8        864         984         0
    82      533.887     6226.46       6        829         949         0
    83      467.87     6149.23       3        867         987         0
    84      573.181     6218.7       17        814         934         0
    85      548.053     6158.34       7        765         885         0
    86      586.957     6140.17       14        690         810         0
    87      525.684     6178.37       15        793         913         0
    88      485.912     6227.87       6        966         1086         0
    89      533.521     6173.36       9        738         858         0
    90      505.052     6116.03       10        776         896         0
    91      535.54     6175.54       4        738         858         0
    92      549.189     6239.86       12        793         913         0
    93      520.316     6122.65       15        848         968         0
    94      525.481     6256.97       9        814         934         0
    95      530.776     6123.11       7        753         873         0
    96      530.073     6123.61       11        859         979         0
    97      573.114     6224.16       7        749         869         0
    98      532.346     6151.57       17        788         908         0
    99      468.248     6165.13       12        898         1018         0
    100      565.087     6258.88       12        907         1027         0

