MW

VEHICLE
NUMBER     CAPACITY
  25         33

CUSTOMER
CUST NO.   XCOORD.    YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME

    0      677.908     6150.22       0         360        1320         0
    1      697.122     6087.01       17        393         513         0
    1      702.864     6089.67       17        392         512         0
    2      712.877     6208.05       11        388         508         0
    2      708.98     6204.28       6        378         498         0
    2      703.388     6205.01       4        410         530         0
    2      709.031     6203.86       7        437         557         0
    3      701.138     6151.3       13        360         466         0
    3      723.486     6178.63       13        410         530         0
    3      723.734     6174.88       5        367         487         0
    3      727.412     6176.29       17        403         523         0
    3      724.4     6176.86       10        401         521         0
    3      724.741     6180.24       15        407         527         0
    3      708.879     6184.75       9        439         559         0
    3      726.25     6175.11       10        414         534         0
    3      726.879     6174.24       10        415         535         0
    3      727.392     6174.72       16        418         538         0
    3      711.619     6191.11       7        385         505         0
    3      719.463     6176.45       14        390         510         0
    3      714.546     6179.81       6        363         483         0
    3      711.706     6168.82       7        360         475         0
    3      711.403     6168.68       10        425         545         0
    3      701.615     6166       17        360         475         0
    3      722.709     6177.53       3        365         485         0
    3      698.422     6156.44       14        369         489         0
    3      717.531     6184.06       8        450         570         0
    3      722.935     6174.72       13        391         511         0
    3      718.316     6180.08       11        414         534         0
    3      721.058     6176.7       14        397         517         0
    3      720.053     6185.56       4        447         567         0
    3      719.072     6179.02       4        419         539         0
    3      715.574     6181.15       14        372         492         0
    3      722.708     6173.97       11        384         504         0
    3      701.714     6188.94       7        362         482         0
    3      717.262     6188       3        428         548         0
    3      719.195     6180.82       15        376         496         0
    3      722.638     6176.17       16        418         538         0
    3      720.693     6177.68       3        363         483         0
    3      725.047     6185.66       14        397         517         0
    3      723.052     6182.02       10        436         556         0
    3      724.826     6177.71       16        380         500         0
    3      726.193     6175.24       15        394         514         0
    3      698.575     6185.72       17        407         527         0
    3      726.041     6174.04       3        366         486         0
    3      724.347     6181.92       17        397         517         0
    3      718.661     6171.86       7        377         497         0
    3      716.662     6179.59       10        368         488         0
    3      726.128     6169.57       6        367         487         0
    3      729.282     6171.77       7        388         508         0
    3      717.315     6170.49       7        361         481         0
    3      710.916     6180.04       17        403         523         0
    1      530.776     6123.11       17        788         908         0
    1      507.451     6267.19       17        864         984         0
    2      525.924     6100.35       11        831         951         0
    2      482.985     6299.27       6        843         963         0
    2      548.329     6100.79       4        800         920         0
    2      526.726     6238.83       7        850         970         0
    3      533.203     6173.31       13        738         858         0
    3      463.884     6151.12       13        889         1009         0
    3      521.959     6153.84       5        780         900         0
    3      545.983     6158.76       17        754         874         0
    3      495.61     6178.56       10        816         936         0
    3      460.548     6178.83       15        861         981         0
    3      523.424     6258.06       9        832         952         0
    3      522.232     6207.63       10        823         943         0
    3      495.282     6178.67       10        796         916         0
    3      547.291     6216.79       16        751         871         0
    3      467.567     6147.67       7        861         981         0
    3      473.866     6259.79       14        908         1028         0
    3      551.588     6085.6       6        934         1054         0
    3      534.743     6176.52       7        790         910         0
    3      534.447     6225.12       10        806         926         0
    3      492.235     6232.95       17        857         977         0
    3      531.01     6224.73       3        801         921         0
    3      563.296     6173.74       14        664         784         0
    3      562.709     6259.5       8        811         931         0
    3      465.298     6150.06       13        907         1027         0
    3      563.6     6255.18       11        776         896         0
    3      533.784     6170.53       14        718         838         0
    3      527.179     6258.73       4        900         1020         0
    3      465.721     6147.04       4        900         1020         0
    3      497.885     6222.43       14        876         996         0
    3      524.808     6255.64       11        810         930         0
    3      490.174     6088.71       7        831         951         0
    3      503.444     6136.5       3        822         942         0
    3      477.205     6216.95       15        904         1024         0
    3      553.24     6191.56       16        793         913         0
    3      531.353     6123.89       3        873         993         0
    3      507.672     6146.04       14        841         961         0
    3      522.822     6075.04       10        887         1007         0
    3      518.888     6122.14       16        783         903         0
    3      531.57     6151.68       15        738         858         0
    3      563.568     6259.37       17        772         892         0
    3      532.287     6226.11       3        816         936         0
    3      518.687     6148.56       17        778         898         0
    3      555.985     6089.76       7        770         890         0
    3      468.119     6244.01       10        944         1064         0
    3      554.339     6179.9       6        787         907         0
    3      553.69     6191.18       7        1040         1160         0
    3      491.802     6088.56       7        850         970         0
    3      541.644     6248.58       17        724         844         0

