MW

VEHICLE
NUMBER     CAPACITY
  25         33

CUSTOMER
CUST NO.   XCOORD.    YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME

    0      677.908     6150.22       0         360        1320         0
    1      692.484     6114.23       9        419         539         0
    1      684.846     6102.92       9        366         486         0
    1      689.324     6103.72       5        362         482         0
    1      684.314     6087.47       9        455         575         0
    2      698.583     6194.46       17        375         495         0
    2      704.779     6188       10        404         524         0
    2      705.394     6194.12       10        443         563         0
    2      709.708     6191.23       5        415         535         0
    3      720.415     6176.26       16        403         523         0
    3      719.104     6173.16       3        360         480         0
    3      726.755     6174.37       6        421         541         0
    3      711.357     6175.12       14        365         485         0
    3      713.038     6174.56       8        411         531         0
    3      729.376     6171.38       3        389         509         0
    3      713.328     6180.33       15        396         516         0
    3      707.883     6172.44       10        360         477         0
    3      722.535     6177.88       3        365         485         0
    3      727.024     6174.27       8        421         541         0
    3      719.715     6183.74       3        379         499         0
    3      716.681     6177.79       15        372         492         0
    3      713.787     6180.53       6        362         482         0
    3      695.755     6172.19       9        389         509         0
    3      705.545     6162.55       9        384         504         0
    3      721.971     6180.06       7        401         521         0
    3      718.91     6171.71       10        366         486         0
    3      695.169     6172.15       12        369         489         0
    3      721.688     6178.48       12        374         494         0
    3      726.193     6175.24       4        387         507         0
    3      698.743     6187.71       6        436         556         0
    3      722.924     6179.23       14        377         497         0
    3      721.263     6182.81       8        386         506         0
    3      727.363     6174.42       6        389         509         0
    3      719.83     6174.93       17        375         495         0
    3      717.591     6172.17       16        398         518         0
    3      710.95     6173.91       10        403         523         0
    3      701.301     6151.28       12        370         490         0
    3      717.03     6169.9       8        412         532         0
    3      710.492     6187.67       6        388         508         0
    3      720.256     6172.34       13        390         510         0
    3      720.227     6178.03       14        400         520         0
    3      707.172     6171.49       15        400         520         0
    3      717.224     6181.56       10        412         532         0
    3      728.558     6171.61       11        411         531         0
    3      716.221     6181.02       17        399         519         0
    3      725.681     6177.54       6        419         539         0
    3      716.62     6180.47       3        362         482         0
    3      716.071     6182.29       11        370         490         0
    3      710.387     6179.85       14        408         528         0
    3      711.611     6190.63       17        418         538         0
    3      699.325     6186.38       15        367         487         0
    1      550.986     6086.42       9        764         884         0
    1      525.481     6256.97       9        814         934         0
    1      486.254     6199.98       5        857         977         0
    1      563.595     6260.06       9        830         950         0
    2      549.137     6100.98       17        733         853         0
    2      523.451     6254.88       10        812         932         0
    2      564.717     6230.33       10        788         908         0
    2      550.967     6189.33       5        699         819         0
    3      538.181     6086.48       16        764         884         0
    3      507.721     6199.18       3        908         1028         0
    3      522.714     6075.1       6        865         985         0
    3      468.578     6147.06       14        844         964         0
    3      527.858     6099.83       8        833         953         0
    3      524.269     6122.27       3        819         939         0
    3      526.379     6098.38       15        741         861         0
    3      551.154     6085.19       10        739         859         0
    3      525.913     6100.63       3        756         876         0
    3      457.13     6170.15       8        864         984         0
    3      467.87     6149.23       3        867         987         0
    3      525.684     6178.37       15        793         913         0
    3      485.912     6227.87       6        966         1086         0
    3      533.521     6173.36       9        738         858         0
    3      533.717     6170.45       9        973         1093         0
    3      530.776     6123.11       7        753         873         0
    3      507.179     6176.61       10        826         946         0
    3      494.564     6180.6       12        930         1050         0
    3      561.445     6223.12       12        792         912         0
    3      497.376     6101.14       4        894         1014         0
    3      551.139     6084.52       6        777         897         0
    3      525.886     6101.09       14        781         901         0
    3      528.913     6152.56       8        807         927         0
    3      489.644     6172.89       6        814         934         0
    3      552.372     6192.91       17        700         820         0
    3      531.065     6148.44       16        722         842         0
    3      526.572     6183.65       10        738         858         0
    3      529.393     6149.1       12        739         859         0
    3      530.562     6153.37       8        826         946         0
    3      534.546     6174.25       6        717         837         0
    3      523.383     6254.65       13        789         909         0
    3      506.887     6174.54       14        804         924         0
    3      553.022     6086.42       15        726         846         0
    3      518.033     6142.7       10        772         892         0
    3      527.911     6223.4       11        772         892         0
    3      531.613     6085.52       17        732         852         0
    3      533.975     6207.36       6        781         901         0
    3      565.087     6258.88       3        885         1005         0
    3      546.194     6158.65       11        746         866         0
    3      524.402     6098.6       14        805         925         0
    3      536.66     6137.65       17        797         917         0
    3      461.34     6151.56       15        843         963         0

