MW

VEHICLE
NUMBER     CAPACITY
  25         33

CUSTOMER
CUST NO.   XCOORD.    YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME

    0      677.908     6150.22       0         360        1320         0
    1      710.158     6094.46       14        442         562         0
    1      717.601     6097.27       6        410         530         0
    1      695.574     6086.88       15        430         550         0
    1      721.609     6097.27       12        390         510         0
    2      719.425     6199.89       15        408         528         0
    2      715.587     6195.47       3        398         518         0
    2      711.95     6202.42       8        393         513         0
    2      713.84     6194.44       12        438         558         0
    3      725.92     6171.15       16        415         535         0
    3      720.838     6176.57       11        425         545         0
    3      716.752     6174.69       15        398         518         0
    3      721.394     6177.47       6        384         504         0
    3      719.836     6173.65       11        383         503         0
    3      723.961     6177.5       5        368         488         0
    3      726.829     6167.23       13        414         534         0
    3      713.085     6169.93       12        415         535         0
    3      722.319     6183.71       3        368         488         0
    3      719.251     6175.36       10        414         534         0
    3      719.633     6181.85       3        427         547         0
    3      722.568     6177.52       16        378         498         0
    3      720.007     6183.17       12        390         510         0
    3      721.383     6174.34       7        366         486         0
    3      727.52     6173.82       17        428         548         0
    3      720.605     6174.83       13        372         492         0
    3      700.186     6153.39       8        360         460         0
    3      710.066     6183.72       15        398         518         0
    3      720.189     6174.4       3        361         481         0
    3      727.278     6174.42       10        399         519         0
    3      707.102     6164.95       6        360         468         0
    3      728.907     6173.52       14        393         513         0
    3      695.024     6172.44       16        378         498         0
    3      717.691     6175.46       7        364         484         0
    3      721.08     6176.69       9        404         524         0
    3      727.087     6174.04       14        378         498         0
    3      720.381     6182.59       8        413         533         0
    3      722.052     6177.7       7        368         488         0
    3      725.267     6174.83       13        415         535         0
    3      723.847     6184.82       9        389         509         0
    3      717.523     6180.62       5        364         484         0
    3      705.279     6162.41       13        360         472         0
    3      725.523     6174.8       9        392         512         0
    3      716.405     6173.53       17        372         492         0
    3      719.193     6181.9       16        394         514         0
    3      723.096     6178.48       5        368         488         0
    3      722.163     6176.67       8        382         502         0
    3      719.199     6184.61       16        408         528         0
    3      722.104     6172.63       8        409         529         0
    3      705.215     6143.96       13        360         471         0
    3      706.352     6172.78       10        400         520         0
    3      718.049     6186.42       16        380         500         0
    1      555.985     6089.76       14        874         994         0
    1      558.981     6320.93       6        782         902         0
    1      535.038     6225.18       15        811         931         0
    1      547.219     6217.11       12        735         855         0
    2      485.82     6111.81       15        801         921         0
    2      480.508     6313.2       3        926         1046         0
    2      544.167     6086.37       8        839         959         0
    2      533.427     6173.09       12        795         915         0
    3      527.566     6151.53       16        752         872         0
    3      525.977     6100.07       11        815         935         0
    3      500.397     6148.58       15        870         990         0
    3      474.942     6164.48       6        893         1013         0
    3      533.925     6225.14       11        833         953         0
    3      512.902     6089.17       5        881         1001         0
    3      478.313     6244.6       13        827         947         0
    3      555.233     6192.49       12        731         851         0
    3      470.085     6195.11       3        974         1094         0
    3      533.493     6174.73       10        754         874         0
    3      531.772     6208.5       3        809         929         0
    3      491.134     6293.73       16        886         1006         0
    3      484.659     6172.93       12        928         1048         0
    3      528.913     6152.56       7        724         844         0
    3      492.186     6088.46       17        928         1048         0
    3      528.998     6077.65       13        791         911         0
    3      473.427     6169.48       8        865         985         0
    3      535.265     6174.93       15        761         881         0
    3      490.48     6196.73       3        783         903         0
    3      520.798     6122.5       10        741         861         0
    3      535.54     6175.54       6        761         881         0
    3      526.715     6238.6       14        810         930         0
    3      530.03     6148.14       16        757         877         0
    3      529.531     6149.78       7        772         892         0
    3      504.444     6116.4       9        840         960         0
    3      509.664     6260.1       14        822         942         0
    3      561.551     6222.94       8        735         855         0
    3      454.285     6216.13       7        934         1054         0
    3      540.751     6166.98       13        808         928         0
    3      562.275     6259.02       9        787         907         0
    3      516.3     6087.91       5        950         1070         0
    3      467.204     6147.26       13        812         932         0
    3      484.371     6134.95       9        897         1017         0
    3      469.339     6169.1       17        843         963         0
    3      537.942     6221.81       16        745         865         0
    3      541.71     6190.23       5        933         1053         0
    3      561.445     6223.12       8        749         869         0
    3      552.162     6192.22       16        840         960         0
    3      527.179     6258.73       8        857         977         0
    3      545.353     6158.3       13        754         874         0
    3      545.947     6158.16       10        775         895         0
    3      549.189     6239.86       16        764         884         0

