MW

VEHICLE
NUMBER     CAPACITY
  25         33

CUSTOMER
CUST NO.   XCOORD.    YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME

    0      677.908     6150.22       0         360        1320         0
    1      688.464     6121.83       17        360         477         0
    2      703.096     6134.28       3        436         556         0
    3      693.417     6132.87       3        360         456         0
    4      701.578     6124.39       10        368         488         0
    5      717.873     6190.87       13        405         525         0
    6      716.467     6189.49       5        440         560         0
    7      718.068     6192.5       11        402         522         0
    8      714.378     6192.42       10        408         528         0
    9      717.829     6187.55       5        423         543         0
    10     726.193     6175.24       4        384         504         0
    11     503.444     6136.5       17        996         1116         0
    12     563.418     6258.35       3        794         914         0
    13     565.161     6256.71       3        759         879         0
    14     463.449     6268.33       10        875         995         0
    15     501.781     6116.12       13        841         961         0
    16     565.087     6258.88       5        817         937         0
    17     563.359     6258.35       11        808         928         0
    18     568.486     6219.3       10        788         908         0
    19     571.521     6221.26       5        837         957         0
    20     548.245     6158.7       4        717         837         0

