MW

VEHICLE
NUMBER     CAPACITY
  25         33

CUSTOMER
CUST NO.   XCOORD.    YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME

    0      677.908     6150.22       0         360        1320         0
    1      692.484     6114.23       9        419         539         0
    2      684.846     6102.92       9        366         486         0
    3      689.324     6103.72       5        362         482         0
    4      684.314     6087.47       9        455         575         0
    5      712.94     6191.16       14        377         497         0
    6      709.708     6191.23       5        415         535         0
    7      710.492     6187.67       6        388         508         0
    8      716.807     6192.5       13        466         586         0
    9      718.45     6179.79       13        390         510         0
    10     719.311     6181.88       12        432         552         0
    11     526.379     6098.38       9        741         861         0
    12     523.451     6254.88       9        812         932         0
    13     593.371     6136.27       5        673         793         0
    14     565.869     6083.52       9        797         917         0
    15     525.886     6101.09       14        781         901         0
    16     523.383     6254.65       5        789         909         0
    17     573.018     6225.46       6        785         905         0
    18     530.562     6153.37       13        826         946         0
    19     529.291     6148.52       13        717         837         0
    20     533.717     6170.45       12        973         1093         0

