MW

VEHICLE
NUMBER     CAPACITY
  25         33

CUSTOMER
CUST NO.   XCOORD.    YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME

    0      677.908     6150.22       0         360        1320         0
    1      710.158     6094.46       14        442         562         0
    2      717.601     6097.27       6        410         530         0
    3      695.574     6086.88       15        430         550         0
    4      721.609     6097.27       12        390         510         0
    5      709.031     6203.86       3        416         536         0
    6      708.884     6204.07       5        391         511         0
    7      709.712     6198.12       13        397         517         0
    8      711.95     6202.42       8        393         513         0
    9      716.637     6176.84       5        361         481         0
    10     728.907     6173.52       14        393         513         0
    11     527.417     6100.78       14        843         963         0
    12     558.981     6320.93       6        804         924         0
    13     574.359     6224.34       15        691         811         0
    14     534.749     6174.26       12        743         863         0
    15     550.54     6099.29       3        743         863         0
    16     470.928     6278.48       5        854         974         0
    17     528.913     6152.56       13        724         844         0
    18     588.296     6138.34       8        738         858         0
    19     569.859     6228.1       5        711         831         0
    20     526.715     6238.6       14        810         930         0

