MW

VEHICLE
NUMBER     CAPACITY
  25         33

CUSTOMER
CUST NO.   XCOORD.    YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME

    0      677.908     6150.22       0         360        1320         0
    1      685.375     6099.22       15        411         531         0
    2      696.794     6086.96       9        431         551         0
    3      684.224     6091.38       3        372         492         0
    4      684.198     6086.57       13        399         519         0
    5      704.983     6218.63       12        395         515         0
    6      716.434     6203.33       16        406         526         0
    7      709.449     6208.73       10        469         589         0
    8      716.808     6188.57       4        368         488         0
    9      719.286     6174.67       12        394         514         0
    10     713.838     6174.25       4        360         477         0
    11     550.911     6085.56       15        822         942         0
    12     564.342     6257.19       9        796         916         0
    13     569.054     6158.27       3        670         790         0
    14     573.24     6222.63       13        773         893         0
    15     529.578     6096.67       12        902         1022         0
    16     486.808     6259.95       16        907         1027         0
    17     567.508     6218.5       10        697         817         0
    18     584.312     6139.4       4        698         818         0
    19     480.363     6178.06       12        795         915         0
    20     530.251     6151.3       4        754         874         0

