RC101

VEHICLE
NUMBER     CAPACITY
  25         200

CUSTOMER
CUST NO.   XCOORD.    YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME
 
    0      40         50         0         0        240         0
    1      87         30         10         131        161         0
    2      5         5         16         74        104         0
    3      40         15         40         92        122         0
    4      42         12         10         104        134         0
    5      85         25         10         51        81         0
    6      20         20         8         141        171         0
    7      92         30         10         62        92         0
    8      35         5         20         154        184         0
    9      55         20         19         83        113         0
    10      42         10         40         72        102         0
    11      15         10         20         152        182        0
    12      63         23         2         87        117         0
    13      57         29         18         96        126         0
    14      44         5         20         87        117         0
    15      23         3         7         150        180         0
    16      42         15         10         122        152       0
    17      40         5         10         67        97         0
    18      25         30         3         52        82         0
    19      38         15         10         148        178         0
    20      12         24         13         90        120         0
    21      58         75         10         92        122         0
    22      15         60         16         155        185        0
    23      35         69         40         180        210        0
    24      45         65         10         66        96          0
    25      40         60         10         144        174         0
    26      15         80         8         91        121         0
    27      18         75         10         95        125         0
    28      60         85         20         85        115         0
    29      67         85         19         139        169         0
    30      60         80         40         37        67         0
    31      20         80         20         141        171         0
    32      15         75         2         79        109         0
    33      31         67         18         180        210         0
    34      25         85         20         145        175         0
    35      62         80         7         75        105         0
    36      55         82         10         64        94         0
    37      55         60         10         139        169         0
    38      18         80         3         113        143         0
    39      22         85         10         109        139         0
    40      55         80         13         33        63         0

