MW

VEHICLE
NUMBER     CAPACITY
  25         66

CUSTOMER
CUST NO.   XCOORD.    YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME

    0      677.908     6150.22       0         360        1320         0
    1      703.229     6087.96       15        419         539         0
    2      697.122     6087.01       17        393         513         0
    3      702.864     6089.67       17        392         512         0
    4      720.135     6210.55       12        436         556         0
    5      720.196     6206.48       3        456         576         0
    6      723.144     6214.42       13        434         554         0
    7      723.397     6214.13       7        395         515         0
    8      725.51     6185.32       12        422         542         0
    9      722.263     6178.72       11        386         506         0
    10     718.456     6179.35       10        369         489         0
    11     539.837     6084.84       15        813         933         0
    12     563.211     6258.14       17        836         956         0
    13      569.83     6224       17        700         820         0
    14      531.95     6124.11       12        894         1014         0
    15      523.424     6258.06       3        832         952         0
    16      515.322     6190.08       13        800         920         0
    17      574.082     6226.37       7        756         876         0
    18      563.359     6258.35       12        814         934         0
    19      564.718     6230.33       11        802         922         0
    20      459.822     6154.15       10        914         1034         0

