R101

VEHICLE
NUMBER     CAPACITY
  25         200

CUSTOMER
CUST NO.   XCOORD.   YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME
 
    0      35         35         0         0        230         0
    1      20         20         8         134        144         0
    2      16         22         41         91        101         0
    3      5         5         16         83        93         0
    4      28         18         26         93        103         0
    5      65         20         6         172        182         0
    6      18         24         22         188        198         0
    7      47         16         25         35        45         0
    8      11         14         18         69        79         0
    9      10         20         19         75        85         0
    10      63         23         2         136        146         0
    11      4         18         35         94        104         0
    12      24         12         5         31        41         0
    13      53         12         6         130        140         0
    14      60         12         31         44        54         0
    15      42         7         5         97        107         0
    16      22         22         2         18        28         0
    17      55         5         29         68        78         0
    18      15         10         20         32        42         0
    19      18         18         17         185        195         0
    20      45         20         11         62        72         0
    21      32         12         7         101        111         0
    22      25         21         12         133        143         0
    23      21         24         28         18        28         0
    24      15         19         1         160        170         0
    25      12         24         13         76        86         0
    26      30         60         8         124        134         0
    27      20         65         41         67        77         0
    28      49         73         16         127        137         0
    29      41         49         26         161        171         0
    30      61         52         6         96        106         0
    31      31         52         22         50        60         0
    32      37         47         25         50        60         0
    33      15         77         18         73        83         0
    34      40         60         19         71        81         0
    35      47         47         2         124        134         0
    36      63         65         35         143        153         0
    37      57         48         5         92        102         0
    38      24         58         6         58        68         0
    39      20         50         31         81        91         0
    40      57         68         5         77        87         0
    41      35         69         2         141        151         0
    42      26         52         29         74        84         0
    43      31         67         20         95        105         0
    44      2         60         17         41        51         0
    45      27         69         11         34        44         0
    46      65         55         7         117        127         0
    47      37         56         12         182        192         0
    48      55         54         28         94        104         0
    49      49         58         1         88        98         0
    50      45         65         13         126        136         0

