MW

VEHICLE
NUMBER     CAPACITY
  25         33

CUSTOMER
CUST NO.   XCOORD.    YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME

    0      677.908     6150.22       0         360        1320         0
    1      688.464     6121.83       17        360         477         0
    1      703.096     6134.28       3        436         556         0
    1      693.417     6132.87       3        360         456         0
    1      701.578     6124.39       10        368         488         0
    2      720.26     6207.48       6        401         521         0
    2      720.178     6207.87       5        437         557         0
    2      718.359     6210.71       14        461         581         0
    2      721.842     6210.82       7        440         560         0
    3      724.421     6180.44       4        408         528         0
    3      718.306     6174.28       7        389         509         0
    3      726.176     6166.73       9        388         508         0
    3      722.34     6178.69       12        374         494         0
    3      717.011     6174.87       6        381         501         0
    3      724.756     6177.54       9        373         493         0
    3      721.899     6173.21       8        395         515         0
    3      722.972     6180.85       10        397         517         0
    3      728.438     6172.61       10        392         512         0
    3      705.969     6172.3       12        374         494         0
    3      721.61     6178.46       4        415         535         0
    3      722.438     6177.96       10        372         492         0
    3      716.804     6170.25       12        391         511         0
    3      709.903     6173.51       5        377         497         0
    3      713.13     6184.48       5        431         551         0
    3      723.852     6184.59       16        414         534         0
    3      710.319     6182.22       12        367         487         0
    3      718.055     6176.13       15        398         518         0
    3      709.421     6166.29       6        396         516         0
    3      715.876     6169.87       11        415         535         0
    3      723.544     6175.96       12        374         494         0
    3      726.705     6175.24       10        428         548         0
    3      721.21     6179.48       17        400         520         0
    3      727.966     6172.53       14        416         536         0
    3      706.902     6181.8       13        409         529         0
    3      708.781     6179.97       10        381         501         0
    3      727.577     6173.73       6        370         490         0
    3      722.493     6172.87       17        377         497         0
    3      700.28     6185.28       11        362         482         0
    3      722.607     6179.12       14        414         534         0
    3      721.2     6176.48       8        427         547         0
    3      719.094     6181.91       10        421         541         0
    1      471.662     6105.06       17        827         947         0
    1      487.115     6259.04       3        916         1036         0
    1      469.6     6220.71       3        905         1025         0
    1      475.402     6174.73       10        844         964         0
    2      518.687     6123.4       6        781         901         0
    2      463.449     6268.33       5        875         995         0
    2      531.253     6168.42       14        896         1016         0
    2      467.425     6164.4       7        886         1006         0
    3      537.062     6222.06       4        944         1064         0
    3      459.228     6154.06       7        935         1055         0
    3      551.56     6153.76       9        726         846         0
    3      554.1     6235.13       12        777         897         0
    3      538.447     6202.57       6        769         889         0
    3      533.605     6150.77       9        765         885         0
    3      532.879     6175.02       8        789         909         0
    3      549.189     6239.86       10        795         915         0
    3      497.386     6101.1       10        787         907         0
    3      553.001     6191.25       12        740         860         0
    3      455.256     6215.19       4        971         1091         0
    3      534.298     6226.4       10        745         865         0
    3      561.445     6223.12       12        740         860         0
    3      458.953     6154.19       5        918         1038         0
    3      548.245     6158.7       5        717         837         0
    3      545.601     6219.1       16        771         891         0
    3      526.971     6255.75       12        780         900         0
    3      547.939     6217.02       15        762         882         0
    3      492.181     6257.3       6        873         993         0
    3      530.317     6225.54       11        768         888         0
    3      519.382     6148.92       12        795         915         0
    3      531.916     6148.94       10        788         908         0
    3      482.924     6176.99       17        775         895         0
    3      543.325     6086.73       14        763         883         0
    3      546.461     6150.79       13        746         866         0
    3      531.946     6124.11       10        814         934         0
    3      524.779     6262.13       6        803         923         0
    3      476.289     6248.21       17        974         1094         0
    3      475.337     6175.3       11        826         946         0
    3      529.132     6105.32       14        794         914         0
    3      555.292     6192.27       8        738         858         0
    3      515.093     6188.94       10        859         979         0

