MW

VEHICLE
NUMBER     CAPACITY
  25         33

CUSTOMER
CUST NO.   XCOORD.    YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME

    0      677.908     6150.22       0         360        1320         0
    1      685.375     6099.22       15        411         531         0
    1      696.794     6086.96       9        431         551         0
    1      684.224     6091.38       3        372         492         0
    1      684.198     6086.57       13        399         519         0
    2      720.215     6208.11       6        387         507         0
    2      723.589     6217.1       7        413         533         0
    2      721.557     6210.84       12        412         532         0
    2      723.849     6215.66       8        433         553         0
    3      700.635     6166.28       10        428         548         0
    3      724.05     6179.61       6        401         521         0
    3      710.145     6172.85       14        389         509         0
    3      723.223     6178.17       4        367         487         0
    3      720.602     6181.33       5        367         487         0
    3      722.72     6173.19       10        398         518         0
    3      714.316     6180.21       9        384         504         0
    3      722.641     6172.87       5        365         485         0
    3      714.143     6181.23       10        367         487         0
    3      718.578     6179.77       16        406         526         0
    3      711.657     6168.92       17        379         499         0
    3      711.618     6168.77       8        360         476         0
    3      717.777     6183.63       3        433         553         0
    3      718.157     6172.04       5        360         480         0
    3      718.406     6188.03       6        384         504         0
    3      716.456     6185.24       3        365         485         0
    3      725.089     6179.32       3        368         488         0
    3      722.433     6178.4       17        379         499         0
    3      712.684     6179.66       7        390         510         0
    3      697.726     6127.77       6        360         465         0
    3      702.498     6171.97       10        473         593         0
    3      725.936     6178.35       13        438         558         0
    3      720.616     6174.72       14        412         532         0
    3      718.023     6170.02       5        360         479         0
    3      699.591     6106.03       14        373         493         0
    3      711.039     6168.53       4        360         471         0
    3      709.491     6171.16       16        363         483         0
    3      725.464     6169.02       5        366         486         0
    3      721.113     6179.4       5        381         501         0
    3      724.216     6177.55       7        404         524         0
    3      724.586     6180.3       15        395         515         0
    3      723.056     6186.22       5        413         533         0
    1      519.95     6098.38       15        805         925         0
    1      563.622     6259.94       9        789         909         0
    1      507.332     6200.23       3        834         954         0
    1      486.808     6259.95       13        907         1027         0
    2      548.076     6101.4       6        751         871         0
    2      500.078     6269.75       7        897         1017         0
    2      509.913     6220.69       12        765         885         0
    2      529.763     6153.41       8        785         905         0
    3      491.71     6250.34       10        840         960         0
    3      464.065     6206.48       6        931         1051         0
    3      465.32     6146.89       14        849         969         0
    3      512.477     6185.78       4        988         1108         0
    3      557.661     6192.87       5        761         881         0
    3      549.809     6100.82       10        710         830         0
    3      483.511     6257.98       9        877         997         0
    3      556.382     6223.65       5        819         939         0
    3      519.323     6097.85       10        751         871         0
    3      487.256     6108.1       16        867         987         0
    3      513.788     6173.85       17        815         935         0
    3      506.887     6174.54       8        823         943         0
    3      530.464     6153.75       3        807         927         0
    3      530.881     6134.51       5        766         886         0
    3      468.899     6174.13       6        823         943         0
    3      475.88     6246.04       3        843         963         0
    3      527.179     6258.73       3        844         964         0
    3      523.048     6074.94       17        810         930         0
    3      520.683     6283.02       7        813         933         0
    3      545.627     6153.62       6        868         988         0
    3      535.793     6083.44       10        880         1000         0
    3      508.907     6221.96       13        798         918         0
    3      535.952     6229.14       14        730         850         0
    3      449.387     6238.06       5        972         1092         0
    3      496.922     6101.81       14        870         990         0
    3      543.094     6083       4        761         881         0
    3      513.681     6195.67       16        868         988         0
    3      531.39     6148.26       5        837         957         0
    3      539.539     6230.71       5        852         972         0
    3      507.942     6095.92       7        834         954         0
    3      556.333     6243.08       15        808         928         0
    3      528.857     6150.98       5        737         857         0

