4870.87
(466.11 | -361.13) [ 0 1 4 34 53 42 61 ]
(394.39 | -102.92) [ 0 9 25 39 33 61 ]
(475.03 | -38.01) [ 0 30 12 13 18 43 60 31 48 61 ]
(704.72 | 137.59) [ 0 23 2 3 32 36 57 61 ]
(390.04 | 166.94) [ 0 20 11 19 49 41 50 61 ]
(549.48 | 162.97) [ 0 14 10 24 17 47 40 44 54 61 ]
(406.79 | 185.99) [ 0 22 28 15 52 45 58 61 ]
(285.23 | 190.65) [ 0 8 27 29 59 61 ]
(427.29 | 186.07) [ 0 7 6 37 55 38 61 ]
(611.79 | 155.27) [ 0 5 16 21 26 35 46 56 51 61 ]


4863.13
(448.14 | 64.69) [ 0 5 11 8 41 55 37 61 ]
(432.60 | 14.41) [ 0 12 27 15 19 33 42 49 61 ]
(566.29 | -100.67) [ 0 30 21 16 26 18 51 60 56 46 48 61 ]
(378.27 | 150.98) [ 0 28 22 52 45 58 61 ]
(368.56 | 180.74) [ 0 9 20 50 39 61 ]
(704.31 | 206.59) [ 0 7 6 32 36 57 61 ]
(465.03 | 172.54) [ 0 2 4 23 34 53 38 61 ]
(290.92 | 167.88) [ 0 13 29 25 59 43 61 ]
(499.54 | 188.23) [ 0 3 1 31 35 61 ]
(549.48 | 154.13) [ 0 14 10 24 17 54 44 40 47 61 ]


4891.49
(529.65 | 97.38) [ 0 13 5 7 43 31 35 61 ]
(357.60 | 89.20) [ 0 9 8 19 49 39 38 61 ]
(458.69 | 120.33) [ 0 3 1 33 50 61 ]
(722.35 | 192.25) [ 0 6 16 27 57 36 32 61 ]
(415.36 | 173.20) [ 0 30 21 15 24 51 60 52 45 61 ]
(547.70 | 161.82) [ 0 18 28 22 48 46 56 58 61 ]
(463.97 | 195.31) [ 0 2 4 23 34 53 42 61 ]
(280.06 | 197.37) [ 0 29 20 59 61 ]
(549.47 | 182.95) [ 0 14 10 12 17 47 40 44 54 61 ]
(386.63 | 185.82) [ 0 11 26 25 37 55 41 61 ]


4879.92
(549.28 | -1636.06) [ 0 25 10 24 17 54 44 40 47 61 ]
(458.69 | 88.03) [ 0 1 3 50 33 61 ]
(528.89 | 186.87) [ 0 16 5 7 31 35 61 ]
(395.42 | 215.66) [ 0 8 11 12 41 42 38 61 ]
(551.36 | 148.79) [ 0 20 15 18 45 56 46 48 61 ]
(465.42 | 124.97) [ 0 23 4 2 34 53 55 61 ]
(726.28 | 229.32) [ 0 6 27 26 32 36 57 61 ]
(372.89 | 214.41) [ 0 19 9 14 37 39 49 61 ]
(297.09 | 165.34) [ 0 30 21 13 29 60 59 51 43 61 ]
(374.59 | 203.09) [ 0 28 22 52 58 61 ]


4866.34
(441.95 | -655.47) [ 0 3 1 33 39 61 ]
(719.98 | -276.88) [ 0 6 9 57 36 32 61 ]
(562.72 | 106.95) [ 0 16 26 11 15 45 56 46 48 61 ]
(523.87 | 194.95) [ 0 7 5 18 31 35 61 ]
