3955.37
(381.18 | 401.18) [ 0 16 26 51 ]
(371.30 | -738.79) [ 0 23 25 50 48 51 ]
(468.02 | 166.97) [ 0 22 19 20 5 11 30 44 36 45 47 51 ]
(439.53 | 234.24) [ 0 24 12 7 8 28 33 40 49 51 ]
(463.93 | 250.72) [ 0 6 14 18 39 31 27 51 ]
(280.36 | 252.20) [ 0 21 15 9 46 34 51 ]
(436.49 | 254.47) [ 0 10 17 13 35 38 51 ]
(573.44 | 250.83) [ 0 2 4 3 43 32 29 42 51 ]
(361.14 | 255.95) [ 0 1 37 41 51 ]


3951.22
(375.47 | 395.47) [ 0 25 26 51 ]
(463.19 | -686.23) [ 0 2 4 3 33 31 27 28 51 ]
(285.87 | 118.73) [ 0 9 16 21 34 46 51 ]
(364.11 | 247.39) [ 0 1 50 48 51 ]
(461.43 | 232.71) [ 0 13 17 10 42 38 35 51 ]
(468.02 | 209.24) [ 0 22 19 20 5 11 47 45 36 44 30 51 ]
(382.63 | 246.03) [ 0 15 12 40 37 51 ]
(576.03 | 258.78) [ 0 8 6 7 18 29 32 43 51 ]
(434.46 | 260.75) [ 0 23 14 24 39 49 41 51 ]


4039.56
(394.04 | 394.04) [ 0 6 26 51 ]
(564.48 | -739.09) [ 0 3 2 25 8 50 27 33 28 51 ]
(434.97 | 175.97) [ 0 24 10 14 17 49 39 31 51 ]
(410.66 | 217.73) [ 0 13 35 38 51 ]
(280.36 | 238.81) [ 0 9 15 21 46 34 51 ]
(389.24 | 252.11) [ 0 18 23 48 40 51 ]
(559.04 | 249.26) [ 0 4 1 43 32 29 42 51 ]
(471.23 | 247.39) [ 0 5 7 20 11 22 47 45 36 44 30 51 ]
(375.54 | 238.32) [ 0 12 19 16 37 41 51 ]


3950.88
(277.17 | 277.17) [ 0 21 46 51 ]
(380.50 | 686.91) [ 0 1 26 51 ]
(467.67 | 96.35) [ 0 3 4 2 28 27 39 49 51 ]
(555.22 | 194.82) [ 0 22 14 12 9 43 32 29 34 51 ]
(461.43 | 210.64) [ 0 13 17 10 35 38 42 51 ]
(474.57 | 164.10) [ 0 19 20 7 5 11 47 45 36 44 30 51 ]
(377.85 | 259.03) [ 0 18 16 24 37 41 51 ]
(371.30 | 229.46) [ 0 25 23 50 48 51 ]
(445.18 | 242.26) [ 0 8 6 15 40 31 33 51 ]


3924.05
(405.34 | 425.34) [ 0 4 26 51 ]
(371.27 | 224.43) [ 0 16 15 40 41 51 ]
(451.60 | 221.93) [ 0 8 12 14 37 49 39 51 ]
(459.39 | 248.28) [ 0 1 3 2 33 31 27 28 51 ]
(468.02 | 176.22) [ 0 22 19 20 5 11 30 44 36 45 47 51 ]
(280.62 | 223.14) [ 0 21 24 9 46 34 51 ]
(371.30 | 232.55) [ 0 23 25 50 48 51 ]
(436.49 | 238.17) [ 0 13 10 38 35 51 ]
(580.04 | 231.54) [ 0 17 18 7 6 43 32 29 42 51 ]


3910.74
(405.34 | 524.66) [ 0 4 26 51 ]
(459.39 | 145.79) [ 0 1 3 2 33 31 27 28 51 ]
(281.73 | 169.09) [ 0 9 25 21 34 46 51 ]
(375.46 | 186.07) [ 0 16 12 41 37 51 ]
(432.72 | 245.52) [ 0 15 24 14 49 40 39 51 ]
(468.02 | 240.67) [ 0 22 19 20 5 11 47 45 36 44 30 51 ]
(372.27 | 256.57) [ 0 18 23 48 50 51 ]
(436.49 | 254.92) [ 0 13 10 38 35 51 ]
(559.33 | 257.77) [ 0 17 7 6 8 43 32 29 42 51 ]


3974.41
(354.58 | 354.58) [ 0 13 26 51 ]
(283.68 | 566.36) [ 0 1 46 51 ]
(606.48 | -654.28) [ 0 2 4 3 43 32 29 47 51 ]
(477.90 | 208.30) [ 0 17 19 20 5 11 42 36 45 44 30 51 ]
(394.39 | 230.45) [ 0 12 23 37 48 51 ]
(440.34 | 226.42) [ 0 15 14 18 40 39 27 51 ]
(359.82 | 194.71) [ 0 25 16 41 50 51 ]
(445.67 | 228.59) [ 0 22 21 10 9 35 38 34 51 ]
(451.54 | 224.51) [ 0 24 7 6 8 28 33 31 49 51 ]


3954.03
(277.17 | 277.17) [ 0 21 46 51 ]
(463.19 | -649.29) [ 0 3 4 2 28 27 31 33 51 ]
(361.96 | -110.81) [ 0 13 16 37 41 51 ]
(402.73 | 185.86) [ 0 10 19 12 5 30 44 26 51 ]
(436.58 | 232.57) [ 0 1 35 38 51 ]
(484.05 | 187.49) [ 0 22 17 9 20 11 34 42 36 45 47 51 ]
(576.03 | 238.41) [ 0 8 6 7 18 43 32 29 51 ]
(445.00 | 243.99) [ 0 23 14 24 48 49 39 51 ]
(367.32 | 244.59) [ 0 25 15 50 40 51 ]


3935.64
(409.45 | 222.02) [ 0 2 26 51 ]
(281.73 | 27.50) [ 0 21 25 9 46 34 51 ]
(375.46 | 191.01) [ 0 16 12 37 41 51 ]
(410.66 | 225.49) [ 0 13 38 35 51 ]
(445.18 | 267.28) [ 0 15 6 8 40 31 33 51 ]
(468.02 | 214.25) [ 0 22 19 20 5 11 30 44 36 45 47 51 ]
(440.03 | 255.34) [ 0 24 14 23 28 27 39 49 51 ]
(575.86 | 249.80) [ 0 7 10 18 17 43 32 29 42 51 ]
(389.26 | 260.08) [ 0 1 4 3 50 48 51 ]


3958.06
(367.32 | -3233.27) [ 0 25 15 40 50 51 ]
(579.42 | 21.13) [ 0 17 18 20 7 9 43 32 29 42 51 ]
(463.19 | 241.00) [ 0 2 4 3 33 31 27 28 51 ]
(444.06 | 215.26) [ 0 22 21 10 19 46 44 45 47 51 ]
(445.00 | 177.79) [ 0 24 14 23 39 49 48 51 ]
(276.60 | 274.84) [ 0 1 34 51 ]
(410.66 | 270.22) [ 0 13 38 35 51 ]
(375.46 | 247.09) [ 0 16 12 41 37 51 ]
(456.36 | 252.85) [ 0 8 6 5 11 36 26 30 51 ]


3872.77
(380.50 | 492.57) [ 0 1 26 51 ]
(432.72 | 146.29) [ 0 14 24 15 39 40 49 51 ]
(463.19 | 227.25) [ 0 3 4 2 33 31 27 28 51 ]
(281.73 | 225.84) [ 0 21 25 9 46 34 51 ]
(372.27 | 262.62) [ 0 23 18 48 50 51 ]
(436.49 | 258.29) [ 0 13 10 38 35 51 ]
(375.46 | 253.85) [ 0 16 12 37 41 51 ]
(559.33 | 258.82) [ 0 8 6 7 17 43 32 29 42 51 ]
(471.09 | 261.51) [ 0 22 11 5 20 19 47 45 36 44 30 51 ]


3931.09
(405.34 | 425.34) [ 0 4 26 51 ]
(459.39 | -24.23) [ 0 2 3 1 33 31 27 28 51 ]
(387.14 | 243.37) [ 0 17 10 23 48 40 51 ]
(443.98 | 221.50) [ 0 14 12 24 39 49 37 51 ]
(576.38 | 215.89) [ 0 8 6 7 18 42 29 32 43 51 ]
(410.66 | 255.82) [ 0 13 38 35 51 ]
(468.02 | 228.11) [ 0 22 19 20 5 11 30 44 36 45 47 51 ]
(359.82 | 262.06) [ 0 16 25 50 41 51 ]
(280.36 | 234.29) [ 0 21 15 9 46 34 51 ]


4025.08
(411.77 | 167.63) [ 0 4 30 26 46 51 ]
(472.30 | 227.27) [ 0 1 3 2 38 35 51 ]
(544.32 | 168.56) [ 0 17 23 18 43 32 29 42 51 ]
(278.88 | 246.66) [ 0 21 10 9 34 51 ]
(455.80 | 183.60) [ 0 13 19 11 47 45 36 44 51 ]
(389.22 | 192.03) [ 0 5 20 12 22 37 48 51 ]
(440.24 | 248.37) [ 0 7 6 8 33 31 27 28 51 ]
(359.82 | 248.06) [ 0 16 25 41 50 51 ]
(432.72 | 257.66) [ 0 15 24 14 49 40 39 51 ]


3958.31
(409.45 | 553.44) [ 0 2 26 51 ]
(445.44 | -565.56) [ 0 20 7 6 8 28 27 31 33 51 ]
(433.13 | 231.01) [ 0 24 16 14 41 49 39 51 ]
(472.50 | 162.91) [ 0 22 11 5 19 10 47 45 36 44 30 51 ]
(410.66 | 238.54) [ 0 13 38 35 51 ]
(280.36 | 203.12) [ 0 9 15 21 46 34 51 ]
(391.48 | 256.19) [ 0 17 23 18 40 48 51 ]
(559.06 | 254.20) [ 0 1 4 3 43 32 29 42 51 ]
(376.23 | 252.58) [ 0 12 25 50 37 51 ]


3925.88
(405.34 | 754.13) [ 0 4 26 51 ]
(362.64 | 184.63) [ 0 24 16 10 50 41 51 ]
(281.73 | 220.05) [ 0 21 25 9 46 34 51 ]
(451.39 | 270.50) [ 0 8 6 12 37 31 33 51 ]
(468.02 | 222.54) [ 0 11 5 20 19 22 47 45 36 44 30 51 ]
(410.66 | 256.89) [ 0 13 38 35 51 ]
(575.49 | 253.39) [ 0 7 14 18 17 43 32 29 42 51 ]
(386.75 | 273.34) [ 0 23 15 40 48 51 ]
(463.87 | 272.00) [ 0 1 3 2 28 27 39 49 51 ]


3925.08
(354.58 | 374.58) [ 0 13 26 51 ]
(468.02 | 190.74) [ 0 11 5 20 19 22 47 45 36 44 30 51 ]
(463.19 | 260.06) [ 0 3 4 2 33 31 27 28 51 ]
(436.58 | 268.07) [ 0 1 35 38 51 ]
