4460.27
(319.16 | 339.16) [ 0 14 37 61 ]
(239.20 | 382.26) [ 0 2 54 61 ]
(426.89 | -1167.81) [ 0 3 4 1 32 33 44 47 61 ]
(608.66 | 101.76) [ 0 7 8 5 6 38 31 35 40 61 ]
(288.79 | 217.44) [ 0 17 25 10 55 61 ]
(508.44 | 226.17) [ 0 9 20 27 57 50 39 61 ]
(373.28 | 247.83) [ 0 18 11 23 26 48 53 41 56 61 ]
(471.97 | 245.42) [ 0 21 29 22 59 52 51 61 ]
(418.67 | 257.51) [ 0 12 13 15 45 43 42 61 ]
(625.21 | 213.27) [ 0 24 28 16 19 30 49 60 34 46 36 58 61 ]


4490.98
(371.57 | -903.25) [ 0 1 17 37 61 ]
(608.66 | 85.55) [ 0 6 5 8 7 40 35 31 38 61 ]
(356.55 | 258.48) [ 0 3 33 45 47 61 ]
(294.47 | 226.02) [ 0 15 25 19 55 61 ]
(297.21 | 217.55) [ 0 10 16 28 24 54 61 ]
(373.28 | 223.53) [ 0 26 23 11 18 48 53 41 56 61 ]
(471.97 | 236.62) [ 0 21 29 22 51 52 59 61 ]
(437.18 | 231.97) [ 0 12 13 30 14 44 60 43 42 61 ]
(508.44 | 245.45) [ 0 9 20 27 57 50 39 61 ]
(591.66 | 256.65) [ 0 4 2 32 49 34 46 36 58 61 ]


4502.12
(286.70 | 286.70) [ 0 24 54 61 ]
(230.98 | 250.98) [ 0 3 55 61 ]
(430.05 | 247.13) [ 0 28 25 27 9 57 39 37 61 ]
(408.87 | 187.88) [ 0 18 17 14 48 44 47 61 ]
(430.82 | 211.56) [ 0 13 23 26 22 32 42 43 53 56 61 ]
(595.68 | 265.44) [ 0 7 8 5 6 38 35 40 50 61 ]
(517.37 | 264.89) [ 0 2 4 1 51 31 61 ]
(366.63 | 238.27) [ 0 11 15 33 45 41 61 ]
(375.45 | 260.07) [ 0 12 20 29 59 52 61 ]
(619.58 | 246.38) [ 0 10 30 19 16 21 49 60 34 46 36 58 61 ]


4470.74
(272.71 | 541.47) [ 0 15 54 61 ]
(608.66 | 205.36) [ 0 6 5 8 7 38 31 35 40 61 ]
(508.44 | 242.34) [ 0 9 20 27 57 50 39 61 ]
(471.97 | 243.34) [ 0 22 29 21 59 52 51 61 ]
(373.28 | 260.26) [ 0 26 23 11 18 56 41 53 48 61 ]
(438.24 | 275.26) [ 0 14 13 12 44 43 42 32 61 ]
(302.85 | 246.55) [ 0 24 28 25 55 61 ]
(315.13 | 247.49) [ 0 1 4 2 37 61 ]
(356.55 | 251.14) [ 0 3 47 45 33 61 ]
(622.93 | 252.58) [ 0 10 16 19 17 30 58 49 60 34 46 36 61 ]


4465.91
(271.93 | 291.93) [ 0 14 55 61 ]
(430.18 | -235.77) [ 0 1 3 2 32 33 44 47 61 ]
(471.97 | 26.99) [ 0 21 29 22 51 52 59 61 ]
(373.28 | 242.19) [ 0 18 11 23 26 56 41 53 48 61 ]
(608.66 | 259.36) [ 0 6 5 8 7 38 31 35 40 61 ]
(508.44 | 261.85) [ 0 27 20 9 57 50 39 61 ]
(418.67 | 273.89) [ 0 15 13 12 45 43 42 61 ]
(301.73 | 239.06) [ 0 4 37 61 ]
(624.99 | 243.91) [ 0 28 16 19 25 30 10 49 60 34 46 36 58 61 ]
(296.06 | 265.44) [ 0 17 24 54 61 ]


4453.81
(287.95 | 287.95) [ 0 25 55 61 ]
(548.20 | 18.23) [ 0 1 4 2 40 35 31 38 61 ]
(625.44 | 158.69) [ 0 28 16 19 17 30 49 60 34 46 36 58 61 ]
(508.44 | 242.46) [ 0 9 20 27 57 50 39 61 ]
(471.97 | 219.01) [ 0 21 29 22 51 52 59 61 ]
(375.58 | 221.46) [ 0 7 8 5 6 37 61 ]
(290.12 | 227.99) [ 0 10 14 24 54 61 ]
(373.28 | 216.36) [ 0 18 11 23 26 48 53 41 56 61 ]
(356.55 | 249.05) [ 0 3 47 45 33 61 ]
(436.29 | 246.76) [ 0 15 13 12 44 43 42 32 61 ]


4505.41
(321.88 | -864.90) [ 0 1 15 55 61 ]
(608.66 | 73.54) [ 0 6 5 8 7 40 35 31 38 61 ]
(508.44 | 08.81) [ 0 9 20 27 57 50 39 61 ]
(342.73 | 262.96) [ 0 17 25 16 37 61 ]
(356.55 | 244.70) [ 0 3 47 45 33 61 ]
(292.68 | 233.74) [ 0 24 28 14 54 61 ]
(369.54 | 252.21) [ 0 10 11 23 26 56 41 58 53 61 ]
(464.90 | 236.64) [ 0 2 19 13 12 30 18 48 60 49 43 42 32 61 ]
(471.97 | 229.65) [ 0 21 29 22 51 52 59 61 ]
(568.06 | 253.62) [ 0 4 44 36 46 34 61 ]


4458.54
(278.20 | 439.25) [ 0 3 37 61 ]
(323.36 | -2210.57) [ 0 1 24 54 61 ]
(608.66 | 182.66) [ 0 7 8 5 6 40 35 31 38 61 ]
(508.44 | 248.35) [ 0 9 20 27 57 50 39 61 ]
(464.90 | 194.98) [ 0 2 19 13 12 30 18 32 42 43 49 60 48 61 ]
(471.97 | 239.23) [ 0 22 29 21 51 52 59 61 ]
