MW

VEHICLE
NUMBER     CAPACITY
  25         66

CUSTOMER
CUST NO.   XCOORD.    YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME

    0      677.908     6150.22       0         360        1320         0
    1      703.229     6087.96       15        419         539         0
    2      697.122     6087.01       17        393         513         0
    3      702.864     6089.67       17        392         512         0
    4      720.135     6210.55       12        436         556         0
    5      720.196     6206.48       3        456         576         0
    6      723.144     6214.42       13        434         554         0
    7      723.397     6214.13       7        395         515         0
    8      727.412     6176.29       17        403         523         0
    9      726.25     6175.11       10        414         534         0
    10     711.619     6191.11       7        385         505         0
    11     700.098     6149.88       6        364         484         0
    12     717.188     6178.23       12        370         490         0
    13     722.708     6173.97       11        384         504         0
    14     722.566     6178.95       17        394         514         0
    15     702.446     6111.08       3        378         498         0
    16     523.735     6076.79       15        850         970         0
    17     563.359     6258.35       17        814         934         0
    18     523.424     6258.06       17        832         952         0
    19     548.329     6100.79       12        800         920         0
    20     565.018     6258.56       3        765         885         0
    21     527.179     6258.73       13        900         1020         0
    22     465.734     6147.12       7        873         993         0
    23     545.983     6158.76       17        754         874         0
    24     522.232     6207.63       10        823         943         0
    25     467.567     6147.67       7        861         981         0
    26     467.692     6148.16       6        844         964         0
    27     561.445     6223.12       12        768         888         0
    28     524.808     6255.64       11        810         930         0
    29     552.8     6191.83       17        828         948         0
    30     565.881     6236.18       3        745         865         0

