MW

VEHICLE
NUMBER     CAPACITY
  25         66

CUSTOMER
CUST NO.   XCOORD.    YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME

    0      677.908     6150.22       0         360        1320         0
    1      710.158     6094.46       14        442         562         0
    2      717.601     6097.27       6        410         530         0
    3      695.574     6086.88       15        430         550         0
    4      721.609     6097.27       12        390         510         0
    5      722.319     6183.71       3        368         488         0
    6      723.136     6184.2       15        415         535         0
    7      719.735     6187.3       13        400         520         0
    8      719.867     6183.33       7        407         527         0
    9      720.445     6174.09       16        409         529         0
    10     726.85     6174.71       8        417         537         0
    11     727.52     6173.82       17        428         548         0
    12     700.186     6153.39       8        360         460         0
    13     717.691     6175.46       7        364         484         0
    14     705.279     6162.41       13        360         472         0
    15     725.523     6174.8       9        392         512         0
    16     491.994     6088.33       14        919         1039         0
    17     520.524     6283.1       6        902         1022         0
    18     574.59     6224.76       15        665         785         0
    19     568.431     6218.65       12        734         854         0
    20     527.417     6100.78       3        843         963         0
    21     491.134     6293.73       15        886         1006         0
    22     574.251     6210.92       13        756         876         0
    23     528.188     6127.25       7        815         935         0
    24     572.933     6221.46       16        723         843         0
    25     565.881     6236.18       8        748         868         0
    26     492.186     6088.46       17        928         1048         0
    27     473.427     6169.48       8        865         985         0
    28     529.531     6149.78       7        772         892         0
    29     467.204     6147.26       13        812         932         0
    30     484.371     6134.95       9        897         1017         0

