MW

VEHICLE
NUMBER     CAPACITY
  25         33

CUSTOMER
CUST NO.   XCOORD.    YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME

    0      677.908     6150.22       0         360        1320         0
    1      688.464     6121.83       17        360         477         0
    2      703.096     6134.28       3        436         556         0
    3      693.417     6132.87       3        360         456         0
    4      701.578     6124.39       10        368         488         0
    5      718.975     6218.51       7        396         516         0
    6      723.284     6215.26       16        459         579         0
    7      714.562     6220.8       8        427         547         0
    8      723.648     6216.6       4        431         551         0
    9      722.34     6178.69       12        374         494         0
    10     719.267     6179.18       7        412         532         0
    11     722.46     6178.7       10        372         492         0
    12     718.055     6176.13       15        398         518         0
    13     715.876     6169.87       11        415         535         0
    14     722.373     6173.37       6        366         486         0
    15     719.617     6184.88       8        390         510         0
    16     531.946     6124.11       17        814         934         0
    17     562.601     6260.68       3        804         924         0
    18     578.951     6209.44       3        691         811         0
    19     561.445     6223.12       10        763         883         0
    20     585.872     6138.1       7        760         880         0
    21     463.449     6268.33       16        875         995         0
    22     548.084     6149.95       8        820         940         0
    23     545.234     6089.61       4        736         856         0
    24     554.1     6235.13       12        777         897         0
    25     575.387     6258.88       7        838         958         0
    26     467.425     6164.4       10        886         1006         0
    27     547.939     6217.02       15        762         882         0
    28     530.317     6225.54       11        768         888         0
    29     572.569     6225.7       6        825         945         0
    30     565.6     6259.09       8        792         912         0

