MW

VEHICLE
NUMBER     CAPACITY
  25         33

CUSTOMER
CUST NO.   XCOORD.    YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME

    0      677.908     6150.22       0         360        1320         0
    1      685.375     6099.22       15        411         531         0
    2      696.794     6086.96       9        431         551         0
    3      684.224     6091.38       3        372         492         0
    4      684.198     6086.57       13        399         519         0
    5      704.983     6218.63       12        395         515         0
    6      702.611     6223.24       15        448         568         0
    7      696.275     6220.31       5        416         536         0
    8      699.703     6214.02       7        441         561         0
    9      722.909     6178.31       13        401         521         0
    10     723.084     6185.5       15        397         517         0
    11     718.157     6172.04       5        360         480         0
    12     725.998     6174.17       11        428         548         0
    13     702.498     6171.97       10        473         593         0
    14     725.103     6178.55       5        384         504         0
    15     707.962     6183.57       3        440         560         0
    16     527.259     6100.65       15        920         1040         0
    17     527.179     6258.73       9        844         964         0
    18     568.431     6218.65       3        775         895         0
    19     578.438     6202.85       13        714         834         0
    20     535.793     6083.44       12        880         1000         0
    21     520.683     6283.02       15        813         933         0
    22     577.084     6233.56       5        724         844         0
    23     527.263     6094.03       7        882         1002         0
    24     500.078     6269.75       13        897         1017         0
    25     563.622     6259.94       15        789         909         0
    26     530.881     6134.51       5        766         886         0
    27     525.781     6085.69       11        813         933         0
    28     553.772     6190.98       10        787         907         0
    29     586.112     6136.38       5        981         1101         0
    30     498.324     6220.83       3        797         917         0

