R101

VEHICLE
NUMBER     CAPACITY
  25         200

CUSTOMER
CUST NO.   XCOORD.   YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME
 
    0      33         35         0         0        230         0
    1      53         12         10         130        140         10
    2      35         17         30         50        60         10
    3      28         18         20         93        103         10
    4      44         17         15         78        88         10
    5      42         7          25         97        107         10
    6      30         5          10         61        71         10
    7      11         14         20         69        79         10
    8      46         13         15         149        159         10
    9      49         11         20         69        79         10
    10      15         10        15         32        42         10
    11      2         60         10         41        51         10
    12      49         73        30         127        137         10
    13      24         58        20         58        68         10
    14      35         69        15         141        151         10
    15      20         65        25         67        77         10
    16      27         69        10         34        44         10
    17      15         77        20         73        83         10
    18      15         60        15         76        86         10
    19      62         77        20         51        61         10
    20      55         60        15         97        107         10

