MW

VEHICLE
NUMBER     CAPACITY
  25         33

CUSTOMER
CUST NO.   XCOORD.    YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME

    0      677.908     6150.22       0         360        1320         0
    1      692.484     6114.23       9        419         539         0
    2      684.846     6102.92       9        366         486         0
    3      689.705     6104.02       17        390         510         0
    4      721.822     6219.43       6        447         567         0
    5      722.319     6215.97       13        402         522         0
    6      723.818     6216.52       14        427         547         0
    7      711.357     6175.12       14        365         485         0
    8      713.038     6174.56       8        411         531         0
    9      719.715     6183.74       3        379         499         0
    10     702.635     6157.13       7        360         462         0
    11     705.545     6162.55       9        384         504         0
    12     721.952     6181.1       3        423         543         0
    13     722.924     6179.23       14        377         497         0
    14     724.691     6180.41       15        416         536         0
    15     718.45     6179.79       13        390         510         0
    16     720.272     6186.78       15        420         540         0
    17     720.256     6172.34       13        390         510         0
    18     726.072     6174.22       7        438         558         0
    19     720.891     6176.46       13        373         493         0
    20     707.172     6171.49       15        400         520         0
    21     717.224     6181.56       10        412         532         0
    22     714.121     6183.05       8        366         486         0
    23     720.411     6183.13       4        367         487         0
    24     716.62     6180.47       3        362         482         0
    25     714.884     6179.32       3        414         534         0
    26     524.269     6122.27       9        819         939         0
    27     524.733     6256.24       9        831         951         0
    28     485.912     6227.87       17        966         1086         0
    29     522.583     6074.65       6        863         983         0
    30     500.076     6269.75       13        908         1028         0
    31     548.053     6158.34       14        765         885         0
    32     468.578     6147.06       14        844         964         0
    33     527.858     6099.83       8        833         953         0
    34     467.87     6149.23       3        867         987         0
    35     576.263     6232.92       7        792         912         0
    36     525.481     6256.97       9        814         934         0
    37     551.966     6086.34       3        740         860         0
    38     525.886     6101.09       14        781         901         0
    39     518.775     6122.12       15        741         861         0
    40     529.291     6148.52       13        717         837         0
    41     587.803     6141.01       15        716         836         0
    42     523.383     6254.65       13        789         909         0
    43     484.987     6131.28       7        787         907         0
    44     521.734     6252.16       13        973         1093         0
    45     553.022     6086.42       15        726         846         0
    46     518.033     6142.7       10        772         892         0
    47     562.373     6260.82       8        825         945         0
    48     573.827     6223.11       4        744         864         0
    49     565.087     6258.88       3        885         1005         0
    50     564.717     6230.33       3        788         908         0

