RC101

VEHICLE
NUMBER     CAPACITY
  25         200

CUSTOMER
CUST NO.   XCOORD.    YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME
 
    0      40         50         0         0        240         0
    1      38         15        15         148        178         10
    2      42         12         5         104        134         10
    3      21         24        10         87        117         10
    4      23         3         15         150        180         10
    5      65         20        12         39        69         10
    6      20         20        10         141        171         10
    7      12         24         8         90        120         10
    8      40         5         10         67        97         10
    9      44         5         20         87        117         10
    10      38         5        10         65        95         10
    11      40         15       10         92        122         10
    12      30         25       15         96        126         10
    13      67         5        25         144        174         10
    14      15         10       10         152        182         10
    15      42         15       10         122        152         10
    16      22         75       15         50        80         10
    17      45         65        5         66        96         10
    18      18         80       10         113        143         10
    19      6         68        15         89        119         10
    20      58         75       12         92        122         10
    21      20         82       10         37        67         10
    22      15         80        8         91        121         10
    23      18         75       10         95        125         10
    24      20         85       20         41        71         10
    25      60         85       10         85        115         10
    26      22         85       10         109        139         10
    27      62         80       15         75        105         10
    28      15         75       25         79        109         10
    29      55         80       10         33        63         10
    30      65         82       10         124        154         10

