MW

VEHICLE
NUMBER     CAPACITY
  25         66

CUSTOMER
CUST NO.   XCOORD.    YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME

    0      677.908     6150.22       0         360        1320         0
    1      710.158     6094.46       14        442         562         0
    2      717.601     6097.27       6        410         530         0
    3      695.574     6086.88       15        430         550         0
    4      721.609     6097.27       12        390         510         0
    5      723.717     6213.66       13        432         552         0
    6      715.73     6221.13       16        463         583         0
    7      712.634     6216.23       11        424         544         0
    8      721.735     6172.68       10        391         511         0
    9      720.445     6174.09       16        409         529         0
    10     722.319     6183.71       3        368         488         0
    11     725.168     6174.63       10        373         493         0
    12     721.309     6179.08       13        393         513         0
    13     723.368     6177.21       6        399         519         0
    14     720.007     6183.17       12        390         510         0
    15     721.383     6174.34       7        366         486         0
    16     724.856     6178.47       7        431         551         0
    17     720.189     6174.4       3        361         481         0
    18     716.6     6175.64       7        363         483         0
    19     718.642     6171.72       5        361         481         0
    20     718.661     6171.86       16        387         507         0
    21     723.03     6178.05       4        391         511         0
    22     695.024     6172.44       16        378         498         0
    23     703.664     6136.98       8        376         496         0
    24     720.335     6175.41       15        419         539         0
    25     706.344     6172.42       11        379         499         0
    26     725.523     6174.8       9        392         512         0
    27     722.163     6176.67       8        382         502         0
    28     706.352     6172.78       10        400         520         0
    29     719.195     6176.75       15        389         509         0
    30     718.138     6179.45       6        438         558         0
    31     527.417     6100.78       14        843         963         0
    32     558.981     6320.93       6        804         924         0
    33     552.475     6191.22       15        710         830         0
    34     568.488     6259.31       12        742         862         0
    35     512.902     6089.17       13        881         1001         0
    36     557.21     6322.36       16        996         1116         0
    37     574.359     6224.34       11        691         811         0
    38     574.47     6220.49       10        712         832         0
    39     572.933     6221.46       16        723         843         0
    40     470.085     6195.11       3        974         1094         0
    41     568.105     6233.58       10        834         954         0
    42     565.881     6236.18       13        771         891         0
    43     591.622     6133.08       6        796         916         0
    44     484.659     6172.93       12        928         1048         0
    45     528.913     6152.56       7        724         844         0
    46     491.994     6088.33       7        919         1039         0
    47     490.48     6196.73       3        783         903         0
    48     522.91     6074.78       7        815         935         0
    49     574.251     6210.92       5        756         876         0
    50     577.334     6233.83       16        756         876         0
    51     588.821     6135.94       4        702         822         0
    52     530.03     6148.14       16        757         877         0
    53     563.6     6255.18       8        751         871         0
    54     534.749     6174.26       15        743         863         0
    55     569.239     6227.02       11        714         834         0
    56     484.371     6134.95       9        897         1017         0
    57     480.508     6313.2       8        926         1046         0
    58     545.947     6158.16       10        775         895         0
    59     588.694     6138.64       15        693         813         0
    60     587.066     6139.76       6        773         893         0

