MW

VEHICLE
NUMBER     CAPACITY
  25         66

CUSTOMER
CUST NO.   XCOORD.    YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME

    0      677.908     6150.22       0         360        1320         0
    1      692.484     6114.23       9        419         539         0
    2      684.846     6102.92       9        366         486         0
    3      689.324     6103.72       5        362         482         0
    4      684.314     6087.47       9        455         575         0
    5      719.111     6188.92       17        428         548         0
    6      716.807     6192.5       13        466         586         0
    7      719.86     6193.81       10        380         500         0
    8      729.376     6171.38       3        389         509         0
    9      707.883     6172.44       10        360         477         0
    10     727.024     6174.27       8        421         541         0
    11     724.934     6178.54       14        391         511         0
    12     721.971     6180.06       7        401         521         0
    13     723.831     6185.07       12        379         499         0
    14     721.688     6178.48       12        374         494         0
    15     719.83     6174.93       17        375         495         0
    16     720.244     6172.78       14        390         510         0
    17     703.702     6158.88       7        361         481         0
    18     717.03     6169.9       8        412         532         0
    19     710.492     6187.67       6        388         508         0
    20     726.072     6174.22       7        438         558         0
    21     716.739     6173.14       10        419         539         0
    22     722.267     6173.13       9        411         531         0
    23     713.156     6178.21       15        401         521         0
    24     717.224     6181.56       10        412         532         0
    25     713.906     6180.61       14        387         507         0
    26     719.267     6179.18       13        391         511         0
    27     722.019     6177.33       9        426         546         0
    28     721.658     6174.3       14        421         541         0
    29     720.139     6177.5       16        376         496         0
    30     699.325     6186.38       15        367         487         0
    31     529.396     6123.15       9        767         887         0
    32     565.087     6258.88       9        827         947         0
    33     489.644     6172.89       5        814         934         0
    34     573.914     6227.59       9        675         795         0
    35     531.946     6124.11       17        836         956         0
    36     524.733     6256.24       13        831         951         0
    37     533.975     6207.36       10        781         901         0
    38     524.269     6122.27       3        819         939         0
    39     551.154     6085.19       10        739         859         0
    40     457.13     6170.15       8        864         984         0
    41     586.957     6140.17       14        690         810         0
    42     530.776     6123.11       7        753         873         0
    43     565.087     6258.88       12        907         1027         0
    44     561.445     6223.12       12        792         912         0
    45     552.372     6192.91       17        700         820         0
    46     549.137     6100.98       14        733         853         0
    47     593.371     6136.27       7        673         793         0
    48     530.562     6153.37       8        826         946         0
    49     534.546     6174.25       6        717         837         0
    50     484.987     6131.28       7        787         907         0
    51     565.869     6083.52       10        797         917         0
    52     567.234     6260.18       9        802         922         0
    53     504.058     6136.35       15        808         928         0
    54     518.033     6142.7       10        772         892         0
    55     555.399     6093.32       14        699         819         0
    56     498.515     6221.94       13        843         963         0
    57     590.271     6139.64       9        735         855         0
    58     550.986     6086.42       14        764         884         0
    59     563.96     6257.99       16        712         832         0
    60     461.34     6151.56       15        843         963         0

