MW

VEHICLE
NUMBER     CAPACITY
  25         66

CUSTOMER
CUST NO.   XCOORD.    YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME

    0      677.908     6150.22       0         360        1320         0
    1      688.464     6121.83       17        360         477         0
    2      703.096     6134.28       3        436         556         0
    3      693.417     6132.87       3        360         456         0
    4      701.578     6124.39       10        368         488         0
    5      720.26     6207.48       6        401         521         0
    6      720.178     6207.87       5        437         557         0
    7      718.779     6200.96       16        391         511         0
    8      720.58     6207.02       4        385         505         0
    9      716.296     6180.97       8        395         515         0
    10     713.247     6169.4       5        410         530         0
    11     715.656     6174.62       14        406         526         0
    12     718.516     6180.12       10        370         490         0
    13     719.267     6179.18       7        412         532         0
    14     716.804     6170.25       12        391         511         0
    15     717.218     6175.17       15        371         491         0
    16     726.641     6174.35       6        424         544         0
    17     718.055     6176.13       15        398         518         0
    18     705.805     6171.58       6        398         518         0
    19     726.193     6175.24       4        384         504         0
    20     721.21     6179.48       17        400         520         0
    21     727.966     6172.53       14        416         536         0
    22     706.902     6181.8       13        409         529         0
    23     711.411     6180.71       8        418         538         0
    24     729.141     6165.83       15        424         544         0
    25     722.824     6175.94       10        389         509         0
    26     709.24     6183.2       5        384         504         0
    27     721.2     6176.48       8        427         547         0
    28     730.064     6167.97       5        396         516         0
    29     720.731     6177.64       6        366         486         0
    30     718.138     6175.24       3        360         480         0
    31     471.662     6105.06       17        827         947         0
    32     593.306     6259.43       3        782         902         0
    33     575.705     6233.01       3        729         849         0
    34     524.779     6262.13       10        803         923         0
    35     486.315     6131.12       6        916         1036         0
    36     463.449     6268.33       5        875         995         0
    37     564.455     6173.57       16        745         865         0
    38     529.132     6105.32       4        794         914         0
    39     532.974     6172.68       8        797         917         0
    40     475.999     6148.31       5        872         992         0
    41     574.188     6222.52       14        685         805         0
    42     585.035     6255.13       10        810         930         0
    43     575.387     6258.88       7        838         958         0
    44     561.445     6223.12       12        740         860         0
    45     569.239     6227.02       15        729         849         0
    46     501.341     6270.9       6        844         964         0
    47     547.939     6217.02       15        762         882         0
    48     577.335     6233.83       6        712         832         0
    49     565.161     6256.71       4        759         879         0
    50     482.924     6176.99       17        775         895         0
    51     543.325     6086.73       14        763         883         0
    52     546.461     6150.79       13        746         866         0
    53     575.566     6228.22       8        758         878         0
    54     588.694     6140.03       15        675         795         0
    55     586.063     6141.95       10        674         794         0
    56     573.181     6218.7       5        704         824         0
    57     555.292     6192.27       8        738         858         0
    58     571.118     6226       5        781         901         0
    59     548.245     6158.7       6        717         837         0
    60     564.278     6256.26       3        824         944         0

